Strain	Condition	Trait	Value
DL238	arsenic3	PC1	1.14657503714036
DL238	arsenic3	PC1	2.00508110117114
DL238	arsenic3	PC1	0.451192914668142
DL238	arsenic3	PC1	0.865987321859829
DL238	arsenic3	PC1	1.67011144292519
DL238	arsenic4	PC1	0.140442026559083
DL238	arsenic4	PC1	1.4532270566787
DL238	arsenic4	PC1	0.831028906231025
DL238	arsenic4	PC1	1.17755404818629
DL238	arsenic4	PC1	1.81795192972336
DL238	arsenic4	PC1	0.290645897609418
DL238	arsenic4	PC1	3.17983303712713
DL238	arsenic4	PC1	-1.4410840498034
DL238	arsenic4	PC1	1.83526086980639
DL238	arsenic4	PC1	0.635302154907321
DL238	arsenic4	PC1	2.11467238274028
DL238	arsenic4	PC1	1.8064369445234
DL238	arsenic4	PC1	1.88246985981324
DL238	arsenic4	PC1	1.02841985379858
DL238	arsenic4	PC1	2.28095521369793
DL238	arsenic4	PC1	2.29764837492259
DL238	arsenic4	PC1	-0.434741067281952
DL238	Water	PC1	-1.9266628337
DL238	Water	PC1	-3.84426382977738
DL238	Water	PC1	-1.68918495712272
DL238	Water	PC1	-2.76410943474412
DL238	Water	PC1	-2.06554839588852
DL238	Water	PC1	-1.94607524456624
DL238	Water	PC1	-2.09883273602284
DL238	Water	PC1	-2.05512089057538
DL238	Water	PC1	-1.89023570991965
DL238	Water	PC1	-1.52801791271059
DL238	Water	PC1	-1.7650039376205
DL238	Water	PC1	-2.88352490450214
DL238	Water	PC1	-2.30074428190994
DL238	Water	PC1	-1.88984238144875
DL238	Water	PC1	-1.97450701143276
DL238	Water	PC1	-2.27751170514301
DL238	Water	PC1	-1.89270992225878
DL238	Water	PC1	-2.08748305423272
DL238	Water	PC1	-1.72487747023468
JU775	arsenic1	PC1	0.694377970190285
JU775	arsenic1	PC1	-0.378048865734159
JU775	arsenic1	PC1	-1.0233664546768
JU775	arsenic1	PC1	0.0138027720228756
JU775	arsenic1	PC1	-0.309947203856988
JU775	arsenic1	PC1	2.09456846253158
JU775	arsenic1	PC1	-1.79988161449738
JU775	arsenic1	PC1	-0.282930156989953
JU775	arsenic1	PC1	-0.107769203279131
JU775	arsenic1	PC1	0.566719067107119
JU775	arsenic1	PC1	-1.08744969596336
JU775	arsenic1	PC1	-0.141409716957825
JU775	arsenic1	PC1	-0.0667579200600362
JU775	arsenic1	PC1	-0.35649628043683
JU775	arsenic1	PC1	-1.31680853302188
JU775	arsenic1	PC1	-0.387479500789866
JU775	arsenic1	PC1	-0.186422468651346
JU775	arsenic1	PC1	-0.129887969765748
JU775	arsenic1	PC1	-0.817331693704078
JU775	arsenic2	PC1	1.00507412352613
JU775	arsenic2	PC1	0.482737907023583
JU775	arsenic2	PC1	0.750460497832742
JU775	arsenic2	PC1	-1.51287451778078
JU775	arsenic2	PC1	-0.0534411053548011
JU775	arsenic2	PC1	0.252588882878659
JU775	arsenic2	PC1	0.506338932147746
JU775	arsenic2	PC1	-1.57084653532841
JU775	arsenic2	PC1	0.619401714854642
JU775	arsenic2	PC1	1.02383613731961
JU775	arsenic2	PC1	2.04276729647928
JU775	arsenic2	PC1	-0.182667295813147
JU775	arsenic2	PC1	0.948763027338445
JU775	arsenic2	PC1	0.947681672535189
JU775	arsenic2	PC1	1.52820908674531
JU775	arsenic2	PC1	0.0129754530503223
JU775	arsenic2	PC1	0.401718257709518
JU775	arsenic2	PC1	0.482966107087672
JU775	arsenic2	PC1	0.926952877375834
JU775	arsenic2	PC1	1.19656003013333
JU775	arsenic3	PC1	1.61908613433953
JU775	arsenic3	PC1	1.84497621590564
JU775	arsenic3	PC1	1.59603638619523
JU775	arsenic3	PC1	1.27585004494752
JU775	arsenic3	PC1	1.24059732307078
JU775	arsenic3	PC1	1.10382220724888
JU775	arsenic3	PC1	1.0098725060888
JU775	arsenic3	PC1	0.212045790596808
JU775	arsenic3	PC1	1.23955360687767
JU775	arsenic3	PC1	1.67921437301616
JU775	arsenic3	PC1	2.45891459521808
JU775	arsenic3	PC1	1.55671397285507
JU775	arsenic3	PC1	1.48807717890581
JU775	arsenic3	PC1	1.41728961582004
JU775	arsenic3	PC1	1.67036337948977
JU775	arsenic3	PC1	0.899468430078421
JU775	arsenic3	PC1	1.31531971945095
JU775	arsenic3	PC1	1.84340749740147
JU775	arsenic3	PC1	1.35676800101818
JU775	arsenic3	PC1	1.65570889087639
JU775	arsenic4	PC1	1.54663230051198
JU775	arsenic4	PC1	1.22277670032821
JU775	arsenic4	PC1	1.45283908547732
JU775	arsenic4	PC1	-0.0830982583984438
JU775	arsenic4	PC1	1.72844655140392
JU775	arsenic4	PC1	1.14918275058834
JU775	arsenic4	PC1	2.0948957520014
JU775	arsenic4	PC1	1.63084403804581
JU775	arsenic4	PC1	1.94446556930878
JU775	arsenic4	PC1	1.79829226314698
JU775	arsenic4	PC1	2.34790195443014
JU775	arsenic4	PC1	1.6577345810898
JU775	arsenic4	PC1	1.84337777872897
JU775	arsenic4	PC1	0.548454868920789
JU775	arsenic4	PC1	0.971537114429879
JU775	arsenic4	PC1	0.355760014204116
JU775	arsenic4	PC1	1.19015942952279
JU775	Water	PC1	-2.28978812733857
JU775	Water	PC1	-1.63796238817871
JU775	Water	PC1	-2.0530558254443
JU775	Water	PC1	-1.80648948452728
JU775	Water	PC1	-2.53396006660123
JU775	Water	PC1	-2.44419336607036
JU775	Water	PC1	-1.96694043860632
JU775	Water	PC1	-2.73856554346492
JU775	Water	PC1	-2.08469618570422
JU775	Water	PC1	-3.22054572667057
JU775	Water	PC1	-1.83613197009139
JU775	Water	PC1	-2.47759598684346
JU775	Water	PC1	-0.865902373941363
JU775	Water	PC1	-2.01484148229673
JU775	Water	PC1	-1.9136447379085
JU775	Water	PC1	-2.44703041817309
JU775	Water	PC1	-2.75589872766346
JU775	Water	PC1	-2.76928379076637
JU775	Water	PC1	-0.747729973519904
N2	arsenic1	PC1	-0.641431454346096
N2	arsenic1	PC1	0.00391413949326977
N2	arsenic1	PC1	-0.2054882425426
N2	arsenic1	PC1	-1.08201782640296
N2	arsenic1	PC1	0.505156394213124
N2	arsenic1	PC1	-0.70214723385018
N2	arsenic1	PC1	-0.98077295155595
N2	arsenic1	PC1	-1.05650359908485
N2	arsenic1	PC1	-0.727150244526855
N2	arsenic1	PC1	-0.817533464461589
N2	arsenic1	PC1	-0.566501158252934
N2	arsenic1	PC1	-1.12626457316113
N2	arsenic1	PC1	-1.0984009086878
N2	arsenic1	PC1	-0.43267079784135
N2	arsenic1	PC1	-0.293210355546009
N2	arsenic1	PC1	-0.232673031842983
N2	arsenic1	PC1	-0.887520554823334
N2	arsenic1	PC1	-1.67961939694126
N2	arsenic1	PC1	-0.704543710319992
N2	arsenic1	PC1	0.243125627692294
N2	arsenic2	PC1	-0.147246860541406
N2	arsenic2	PC1	0.299328662144581
N2	arsenic2	PC1	0.713273112111534
N2	arsenic2	PC1	0.712480070402606
N2	arsenic2	PC1	-0.291635588046481
N2	arsenic2	PC1	-0.25639792973357
N2	arsenic2	PC1	0.388596823859789
N2	arsenic2	PC1	0.11273921143888
N2	arsenic2	PC1	-0.0527346094912363
N2	arsenic2	PC1	0.311037112942907
N2	arsenic2	PC1	0.417004540173942
N2	arsenic2	PC1	0.270529269068492
N2	arsenic2	PC1	-0.364677017028341
N2	arsenic2	PC1	-0.474640003114217
N2	arsenic2	PC1	-0.192613323437102
N2	arsenic2	PC1	-0.478407096409756
N2	arsenic2	PC1	0.289046065592527
N2	arsenic2	PC1	0.441058075774656
N2	arsenic2	PC1	0.76730814586093
N2	arsenic2	PC1	0.0797014127217176
N2	arsenic3	PC1	2.41345490864857
N2	arsenic3	PC1	1.53721405163894
N2	arsenic3	PC1	1.82736017281911
N2	arsenic3	PC1	1.86626789767762
N2	arsenic3	PC1	1.72837135796341
N2	arsenic3	PC1	0.617955955383723
N2	arsenic3	PC1	1.09616018727453
N2	arsenic3	PC1	1.97206064366378
N2	arsenic3	PC1	2.21851798247084
N2	arsenic3	PC1	1.92982448693209
N2	arsenic3	PC1	1.76268700999022
N2	arsenic3	PC1	1.79872899450354
N2	arsenic3	PC1	2.19411357888875
N2	arsenic3	PC1	1.01057752503546
N2	arsenic3	PC1	1.10776003764102
N2	arsenic3	PC1	1.87611504522558
N2	arsenic3	PC1	2.28146671435184
N2	arsenic3	PC1	1.49906092107839
N2	arsenic3	PC1	1.83956021757353
N2	arsenic3	PC1	1.3472836165141
N2	arsenic4	PC1	1.28376687548865
N2	arsenic4	PC1	2.24053455130001
N2	arsenic4	PC1	0.905147388934706
N2	arsenic4	PC1	-0.129747217691848
N2	arsenic4	PC1	2.25502220772809
N2	arsenic4	PC1	1.56331876548091
N2	arsenic4	PC1	0.0538658896947644
N2	arsenic4	PC1	-0.419263892373661
N2	arsenic4	PC1	1.58680013321135
N2	arsenic4	PC1	1.27961975746302
N2	arsenic4	PC1	2.22483089397635
N2	arsenic4	PC1	2.61070104756546
N2	arsenic4	PC1	0.55284620519342
N2	arsenic4	PC1	-0.414311907627752
N2	arsenic4	PC1	-0.679265660320037
N2	arsenic4	PC1	1.35953613454266
N2	arsenic4	PC1	1.91663505028019
N2	Water	PC1	-2.10220574463005
N2	Water	PC1	-1.84584167072075
N2	Water	PC1	-1.36049154943579
N2	Water	PC1	-1.96275494625185
N2	Water	PC1	-1.94227886332911
N2	Water	PC1	-2.2959918821568
N2	Water	PC1	-2.78494125194812
N2	Water	PC1	-2.20736902336569
N2	Water	PC1	-2.18453448833956
N2	Water	PC1	-2.81635058029483
N2	Water	PC1	-1.85381267229374
N2	Water	PC1	-1.80840993816026
N2	Water	PC1	-1.98877368853906
N2	Water	PC1	-1.9729818195352
N2	Water	PC1	-1.8492521118278
N2	Water	PC1	-1.99468371347152
N2	Water	PC1	-2.3122947840572
N2	Water	PC1	-2.64371061004244
N2	Water	PC1	-2.73610246840448
N2	Water	PC1	-2.07854094457545
CB4856	arsenic1	PC2	-1.44819613175875
CB4856	arsenic1	PC2	-1.14373420885272
CB4856	arsenic1	PC2	0.833794358650111
CB4856	arsenic1	PC2	0.0663531032075062
CB4856	arsenic1	PC2	-0.516946666834631
CB4856	arsenic1	PC2	-0.799573955845609
CB4856	arsenic1	PC2	-0.750009366489967
CB4856	arsenic1	PC2	0.419623634552264
CB4856	arsenic1	PC2	-1.27550236480065
CB4856	arsenic1	PC2	-0.561366804012756
CB4856	arsenic1	PC2	-1.36232174243119
CB4856	arsenic1	PC2	-0.873169348963443
CB4856	arsenic1	PC2	-1.37028793571172
CB4856	arsenic1	PC2	-0.297184834291643
CB4856	arsenic1	PC2	0.0629703187261261
CB4856	arsenic1	PC2	-0.423834223450282
CB4856	arsenic1	PC2	-0.797186177474289
CB4856	arsenic1	PC2	0.81088171295006
CB4856	arsenic1	PC2	0.047582775636058
CB4856	arsenic1	PC2	0.627406421795947
CB4856	arsenic2	PC2	-0.851414786189929
CB4856	arsenic2	PC2	-0.572359162603677
CB4856	arsenic2	PC2	-0.350222673573713
CB4856	arsenic2	PC2	-1.4935862916338
CB4856	arsenic2	PC2	-1.36041460438801
CB4856	arsenic2	PC2	0.0365556837512303
CB4856	arsenic2	PC2	-0.85037968697604
CB4856	arsenic2	PC2	-0.0388309950413469
CB4856	arsenic2	PC2	-0.646430691812723
CB4856	arsenic2	PC2	-0.583765168393012
CB4856	arsenic2	PC2	-1.53675977512054
CB4856	arsenic2	PC2	-1.08598695196872
CB4856	arsenic2	PC2	-1.17723724773731
CB4856	arsenic2	PC2	-0.541128480799692
CB4856	arsenic2	PC2	-0.854505391249954
CB4856	arsenic2	PC2	-1.55583325923686
CB4856	arsenic2	PC2	-1.20063318181841
CB4856	arsenic2	PC2	-0.548652693783639
CB4856	arsenic2	PC2	-0.526964179068645
CB4856	arsenic2	PC2	-0.627656055407401
CB4856	arsenic3	PC2	-1.07957262381799
CB4856	arsenic3	PC2	-1.51488850371494
CB4856	arsenic3	PC2	-1.76289738524918
CB4856	arsenic3	PC2	-2.11442548165835
CB4856	arsenic3	PC2	-1.33002259469799
CB4856	arsenic3	PC2	-1.06878506011344
CB4856	arsenic3	PC2	1.11567954242412
CB4856	arsenic3	PC2	1.34751213369356
CB4856	arsenic3	PC2	-0.475633812658659
CB4856	arsenic3	PC2	-1.35258143283462
CB4856	arsenic3	PC2	-1.53483238413953
CB4856	arsenic3	PC2	-1.37148372124942
CB4856	arsenic3	PC2	-1.18369786866538
CB4856	arsenic3	PC2	-0.887921525180897
CB4856	arsenic3	PC2	-1.25384376283637
CB4856	arsenic3	PC2	-0.693289220348598
CB4856	arsenic3	PC2	-1.68665466887638
CB4856	arsenic3	PC2	-1.16421355079231
CB4856	arsenic3	PC2	-0.975810277909292
CB4856	arsenic3	PC2	-0.645074191167754
CB4856	arsenic4	PC2	0.317605001129351
CB4856	arsenic4	PC2	-0.723036749173628
CB4856	arsenic4	PC2	-0.723950049193996
CB4856	arsenic4	PC2	0.49632308596886
CB4856	arsenic4	PC2	-0.2140525551551
CB4856	arsenic4	PC2	2.23718238062057
CB4856	arsenic4	PC2	1.18642663454346
CB4856	arsenic4	PC2	1.57882554415804
CB4856	arsenic4	PC2	-0.852732831072732
CB4856	arsenic4	PC2	-1.31083211616653
CB4856	arsenic4	PC2	-0.141641985754934
CB4856	arsenic4	PC2	-0.093797821545235
CB4856	arsenic4	PC2	0.698574521707378
CB4856	arsenic4	PC2	-1.20927160934486
CB4856	arsenic4	PC2	-0.414337216884217
CB4856	arsenic4	PC2	-0.29420420804433
CB4856	arsenic4	PC2	1.08936105749374
CB4856	arsenic4	PC2	0.294063126912581
CB4856	arsenic4	PC2	-0.78959251291379
CB4856	arsenic4	PC2	2.24907621872306
CB4856	Water	PC2	0.505356634712715
CB4856	Water	PC2	-0.492072113867001
CB4856	Water	PC2	-0.747889415583021
CB4856	Water	PC2	-1.2469888847092
CB4856	Water	PC2	-0.465784696345515
CB4856	Water	PC2	-0.54365069235667
CB4856	Water	PC2	0.0149367393945709
CB4856	Water	PC2	-1.35052999817122
CB4856	Water	PC2	-0.120472568059755
CB4856	Water	PC2	1.13554687445554
CB4856	Water	PC2	-0.399398107103407
CB4856	Water	PC2	0.237303862673749
CB4856	Water	PC2	1.21801961052683
CB4856	Water	PC2	0.481695229249553
CB4856	Water	PC2	-0.776863102397191
CB4856	Water	PC2	-0.706828212008485
CB4856	Water	PC2	0.662505815094272
CB4856	Water	PC2	0.707633927941009
CB4856	Water	PC2	0.613066103034707
DL238	arsenic1	PC2	-1.2509489217028
DL238	arsenic1	PC2	2.04178691745591
DL238	arsenic1	PC2	-0.404324650713217
DL238	arsenic1	PC2	-0.0229474729722806
DL238	arsenic1	PC2	-0.211066979332814
DL238	arsenic1	PC2	1.61359828989234
DL238	arsenic1	PC2	-0.102190833833091
DL238	arsenic1	PC2	-0.558498756203774
DL238	arsenic1	PC2	-0.96975864315938
DL238	arsenic1	PC2	-0.543032153895298
DL238	arsenic1	PC2	-0.60637341391462
DL238	arsenic1	PC2	0.399086845430332
DL238	arsenic1	PC2	-0.858557372269865
DL238	arsenic1	PC2	0.988503716011019
DL238	arsenic1	PC2	0.204179336226322
DL238	arsenic1	PC2	-0.0250550435581032
DL238	arsenic1	PC2	0.16928473406729
DL238	arsenic1	PC2	0.573456163261748
DL238	arsenic1	PC2	-0.490676234827826
DL238	arsenic2	PC2	-0.509039660628043
DL238	arsenic2	PC2	-1.13259222040751
DL238	arsenic2	PC2	0.110356691169484
DL238	arsenic2	PC2	0.981649702067306
DL238	arsenic2	PC2	0.249833271504874
DL238	arsenic2	PC2	0.228722544367962
DL238	arsenic2	PC2	-0.37157997624626
DL238	arsenic2	PC2	-0.464401151016925
DL238	arsenic2	PC2	-0.533397944414277
DL238	arsenic2	PC2	-0.696029787693259
DL238	arsenic2	PC2	-0.799147579590041
DL238	arsenic2	PC2	-0.335661043884457
DL238	arsenic2	PC2	-0.301761345697899
DL238	arsenic2	PC2	-0.634479485219234
DL238	arsenic2	PC2	-0.668810133377639
DL238	arsenic2	PC2	-0.395771099291823
DL238	arsenic2	PC2	-0.162689113087969
DL238	arsenic2	PC2	-0.0936263676984862
DL238	arsenic3	PC2	-0.0494867419064906
DL238	arsenic3	PC2	0.851359305121276
DL238	arsenic3	PC2	-1.50041596374014
DL238	arsenic3	PC2	0.0650119286475223
DL238	arsenic3	PC2	0.180981383130074
DL238	arsenic3	PC2	-0.583060064708903
DL238	arsenic3	PC2	-0.064404314283221
DL238	arsenic3	PC2	-0.116799802658574
DL238	arsenic3	PC2	0.52372816357536
DL238	arsenic3	PC2	-1.02480836897285
DL238	arsenic3	PC2	-1.12394936418459
DL238	arsenic3	PC2	1.73235521462393
DL238	arsenic3	PC2	-0.152708130670159
DL238	arsenic3	PC2	-0.365636804867091
DL238	arsenic3	PC2	1.49891886731437
DL238	arsenic3	PC2	0.592205510499659
DL238	arsenic3	PC2	0.105208107498367
DL238	arsenic3	PC2	1.78871998548729
DL238	arsenic3	PC2	-0.00795654608660068
DL238	arsenic3	PC2	0.256420385830849
DL238	arsenic4	PC2	4.32158703806673
DL238	arsenic4	PC2	1.52371053430547
DL238	arsenic4	PC2	2.01000684699389
DL238	arsenic4	PC2	3.16302195629444
DL238	arsenic4	PC2	1.38456317671004
DL238	arsenic4	PC2	4.85845187663269
DL238	arsenic4	PC2	0.17010896882704
DL238	arsenic4	PC2	4.30269594702541
DL238	arsenic4	PC2	1.10922095278357
DL238	arsenic4	PC2	1.8211085782535
DL238	arsenic4	PC2	1.23273108213605
DL238	arsenic4	PC2	0.34041715027732
DL238	arsenic4	PC2	1.38821113808954
DL238	arsenic4	PC2	2.07645331565343
DL238	arsenic4	PC2	1.48946050396402
DL238	arsenic4	PC2	-0.736005542221299
DL238	arsenic4	PC2	3.39164490059848
DL238	Water	PC2	-0.674350963832831
DL238	Water	PC2	0.0298215836526912
DL238	Water	PC2	-0.537820718800465
DL238	Water	PC2	0.302718908583326
DL238	Water	PC2	0.0554150563475951
DL238	Water	PC2	-1.44214174065813
DL238	Water	PC2	1.3139893652579
DL238	Water	PC2	0.581128107153873
DL238	Water	PC2	-1.27246937057421
DL238	Water	PC2	-0.205664397811457
DL238	Water	PC2	-0.672110722667209
DL238	Water	PC2	0.000667858345493211
DL238	Water	PC2	1.60031033793632
DL238	Water	PC2	0.158801627860234
DL238	Water	PC2	0.655939259771618
DL238	Water	PC2	0.0509624980672752
DL238	Water	PC2	-1.06268880048741
DL238	Water	PC2	-0.781823439030212
DL238	Water	PC2	0.624902557367071
JU775	arsenic1	PC2	-0.28685758883665
JU775	arsenic1	PC2	-0.653588728034682
JU775	arsenic1	PC2	-0.507907153546237
JU775	arsenic1	PC2	-0.0841508749485828
JU775	arsenic1	PC2	0.119459390473294
JU775	arsenic1	PC2	0.143020110582455
JU775	arsenic1	PC2	-0.141509521834185
JU775	arsenic1	PC2	-1.24432031528734
JU775	arsenic1	PC2	-0.744450084482092
JU775	arsenic1	PC2	0.767140783239573
JU775	arsenic1	PC2	-0.847406704876759
JU775	arsenic1	PC2	0.219023055637975
JU775	arsenic1	PC2	0.359188890964761
JU775	arsenic1	PC2	-0.178928287996731
JU775	arsenic1	PC2	-1.08751582359244
JU775	arsenic1	PC2	-0.550699021200936
JU775	arsenic1	PC2	-0.293101096321297
JU775	arsenic1	PC2	0.0635384389520245
JU775	arsenic1	PC2	-0.264155009833588
JU775	arsenic2	PC2	-0.244007476629446
JU775	arsenic2	PC2	-0.339120161798634
JU775	arsenic2	PC2	-0.762238627495385
JU775	arsenic2	PC2	1.36434911068316
JU775	arsenic2	PC2	-0.42102729442836
JU775	arsenic2	PC2	-0.717526431372941
JU775	arsenic2	PC2	-0.531716874253566
JU775	arsenic2	PC2	0.783290064222159
JU775	arsenic2	PC2	0.00809709593427482
JU775	arsenic2	PC2	-1.23236687314545
JU775	arsenic2	PC2	-1.2360242522965
JU775	arsenic2	PC2	-1.19857069569268
JU775	arsenic2	PC2	-0.75006390550721
JU775	arsenic2	PC2	-0.720802275091823
JU775	arsenic2	PC2	-0.316253843906747
JU775	arsenic2	PC2	-0.865660559300629
JU775	arsenic2	PC2	-0.615763819252649
JU775	arsenic2	PC2	-0.456390128180748
JU775	arsenic2	PC2	-0.514719920879633
JU775	arsenic2	PC2	-0.93846857997873
JU775	arsenic3	PC2	0.04936384819353
JU775	arsenic3	PC2	0.562501134875369
JU775	arsenic3	PC2	0.467514183154543
JU775	arsenic3	PC2	-0.400955404065245
JU775	arsenic3	PC2	1.33458424184893
JU775	arsenic3	PC2	1.44104259052446
JU775	arsenic3	PC2	1.48269774536323
JU775	arsenic3	PC2	0.0650951095044095
JU775	arsenic3	PC2	0.187320467678974
JU775	arsenic3	PC2	0.614065685627671
JU775	arsenic3	PC2	0.011864780833639
JU775	arsenic3	PC2	-1.23419766171312
JU775	arsenic3	PC2	0.0229048831375801
JU775	arsenic3	PC2	0.671204995484008
