Strain	Condition	Trait	Value
JU775	arsenic3	PC2	0.824826120658304
JU775	arsenic3	PC2	-0.546345763300619
JU775	arsenic3	PC2	-0.0719900516027872
JU775	arsenic3	PC2	0.184439651968235
JU775	arsenic3	PC2	0.300073813901559
JU775	arsenic3	PC2	-0.689908890041456
JU775	arsenic4	PC2	1.30792243430811
JU775	arsenic4	PC2	0.822243092665658
JU775	arsenic4	PC2	1.02962977998226
JU775	arsenic4	PC2	3.61146472287159
JU775	arsenic4	PC2	1.52316159886537
JU775	arsenic4	PC2	1.53279087068489
JU775	arsenic4	PC2	1.10227350648913
JU775	arsenic4	PC2	1.0809624521321
JU775	arsenic4	PC2	0.418734515900286
JU775	arsenic4	PC2	0.00335285598738089
JU775	arsenic4	PC2	-0.223146393076802
JU775	arsenic4	PC2	0.576524999070831
JU775	arsenic4	PC2	1.09220418213992
JU775	arsenic4	PC2	0.878678383172871
JU775	arsenic4	PC2	1.07010927219237
JU775	arsenic4	PC2	3.79331514133222
JU775	arsenic4	PC2	2.88848384347027
JU775	Water	PC2	0.476600892193116
JU775	Water	PC2	-0.276236409830313
JU775	Water	PC2	0.453873131466336
JU775	Water	PC2	-0.0405075913380735
JU775	Water	PC2	0.422313535816925
JU775	Water	PC2	-0.247193491936461
JU775	Water	PC2	-1.99018745205352
JU775	Water	PC2	0.990225079498988
JU775	Water	PC2	-0.214056380314204
JU775	Water	PC2	0.256335858448341
JU775	Water	PC2	-0.6564744939877
JU775	Water	PC2	0.232410981701686
JU775	Water	PC2	0.390247259394005
JU775	Water	PC2	0.0426787877178522
JU775	Water	PC2	-1.51965129325125
JU775	Water	PC2	-0.24384674079127
JU775	Water	PC2	0.579249654467527
JU775	Water	PC2	0.31148655554443
JU775	Water	PC2	-0.24168087626494
N2	arsenic1	PC2	-0.443723699293684
N2	arsenic1	PC2	-0.0926769958601477
N2	arsenic1	PC2	-0.454427419144069
N2	arsenic1	PC2	0.0445527073014111
N2	arsenic1	PC2	-0.477952896627453
N2	arsenic1	PC2	0.353565588957308
N2	arsenic1	PC2	-0.0263803229525351
N2	arsenic1	PC2	-0.0574906940310367
N2	arsenic1	PC2	-0.564009212522762
N2	arsenic1	PC2	0.322626145944898
N2	arsenic1	PC2	-0.123423687769731
N2	arsenic1	PC2	-0.203321705438382
N2	arsenic1	PC2	0.191788375420039
N2	arsenic1	PC2	-0.0410906724829219
N2	arsenic1	PC2	-0.307319370640384
N2	arsenic1	PC2	-0.675203509698728
N2	arsenic1	PC2	-0.76328790389088
N2	arsenic1	PC2	0.63584595232777
N2	arsenic1	PC2	0.0144498955096343
N2	arsenic1	PC2	-0.186804157972071
N2	arsenic2	PC2	-0.828873614949423
N2	arsenic2	PC2	-0.74460900513206
N2	arsenic2	PC2	-0.447738918442319
N2	arsenic2	PC2	-0.694465441781351
N2	arsenic2	PC2	-0.0537182419151482
N2	arsenic2	PC2	0.0981983554883055
N2	arsenic2	PC2	-0.973929036722428
N2	arsenic2	PC2	-0.259850963388601
N2	arsenic2	PC2	-0.854912599206531
N2	arsenic2	PC2	-0.256845945752519
N2	arsenic2	PC2	0.107272048193055
N2	arsenic2	PC2	-0.646674884908611
N2	arsenic2	PC2	-0.567230289251636
N2	arsenic2	PC2	-0.0341951990224908
N2	arsenic2	PC2	-1.19565335661271
N2	arsenic2	PC2	-0.351934501418642
N2	arsenic2	PC2	-0.233539179245475
N2	arsenic2	PC2	0.0285559304676726
N2	arsenic2	PC2	-0.610468152253789
N2	arsenic2	PC2	-0.231494994653977
N2	arsenic3	PC2	-0.758864753798908
N2	arsenic3	PC2	-0.542107325187114
N2	arsenic3	PC2	-0.537311738003971
N2	arsenic3	PC2	-0.207407627027209
N2	arsenic3	PC2	0.13974717811303
N2	arsenic3	PC2	0.143278092936921
N2	arsenic3	PC2	-0.725843150241223
N2	arsenic3	PC2	-0.462965360890202
N2	arsenic3	PC2	-0.456467352524659
N2	arsenic3	PC2	0.269739791203859
N2	arsenic3	PC2	-0.784090291856804
N2	arsenic3	PC2	-0.242336110348884
N2	arsenic3	PC2	-0.685042807275194
N2	arsenic3	PC2	-0.182919949862809
N2	arsenic3	PC2	-0.55910310700024
N2	arsenic3	PC2	-0.140800389921338
N2	arsenic3	PC2	-0.493706560762803
N2	arsenic3	PC2	-0.263243056745369
N2	arsenic3	PC2	-1.00329359329464
N2	arsenic3	PC2	-0.263426265633412
N2	arsenic4	PC2	1.39958115775732
N2	arsenic4	PC2	0.184707379969303
N2	arsenic4	PC2	0.589576272521786
N2	arsenic4	PC2	2.30011118088525
N2	arsenic4	PC2	0.421624963302863
N2	arsenic4	PC2	0.601781688655937
N2	arsenic4	PC2	3.37075569044422
N2	arsenic4	PC2	3.69084362857389
N2	arsenic4	PC2	-0.050327670559446
N2	arsenic4	PC2	1.69395641961436
N2	arsenic4	PC2	0.18742806609316
N2	arsenic4	PC2	-0.676736579736715
N2	arsenic4	PC2	0.781016900788861
N2	arsenic4	PC2	3.84179551121693
N2	arsenic4	PC2	3.21496352492206
N2	arsenic4	PC2	0.420858726779172
N2	arsenic4	PC2	0.18698718289117
N2	Water	PC2	-1.34700013447499
N2	Water	PC2	-0.436634127621728
N2	Water	PC2	0.263282148452483
N2	Water	PC2	-0.387683440563169
N2	Water	PC2	1.16716757083757
N2	Water	PC2	0.40453101195789
N2	Water	PC2	-0.0973710945431412
N2	Water	PC2	-0.172744931693402
N2	Water	PC2	-1.18209885843158
N2	Water	PC2	0.249735188919167
N2	Water	PC2	-0.0565355052716642
N2	Water	PC2	0.598628528982646
N2	Water	PC2	-0.376244145274646
N2	Water	PC2	0.0773299687395103
N2	Water	PC2	0.443299922991491
N2	Water	PC2	-0.323335393834449
N2	Water	PC2	-0.133182928268599
N2	Water	PC2	-0.139167071398734
N2	Water	PC2	0.239353829212762
N2	Water	PC2	-0.132817900315856
CB4856	arsenic1	PC3	0.674560917376927
CB4856	arsenic1	PC3	0.69810572656386
CB4856	arsenic1	PC3	-0.948234417827041
CB4856	arsenic1	PC3	-0.0937840109920007
CB4856	arsenic1	PC3	0.428188111157671
CB4856	arsenic1	PC3	0.308472859814056
CB4856	arsenic1	PC3	0.540167981661772
CB4856	arsenic1	PC3	-0.510094590140299
CB4856	arsenic1	PC3	0.711765053813222
CB4856	arsenic1	PC3	-0.310684200925438
CB4856	arsenic1	PC3	0.245294267881711
CB4856	arsenic1	PC3	-0.181436550862137
CB4856	arsenic1	PC3	0.777043366610879
CB4856	arsenic1	PC3	0.155073014867565
CB4856	arsenic1	PC3	-0.873305020886928
CB4856	arsenic1	PC3	-0.0505837497870236
CB4856	arsenic1	PC3	1.04517796593364
CB4856	arsenic1	PC3	0.214434542742516
CB4856	arsenic1	PC3	-0.095716690241032
CB4856	arsenic1	PC3	-0.429119134976373
CB4856	arsenic2	PC3	-0.150489837373909
CB4856	arsenic2	PC3	0.0097608772479339
CB4856	arsenic2	PC3	-0.0618630414813765
CB4856	arsenic2	PC3	0.650274165437411
CB4856	arsenic2	PC3	0.828847780235708
CB4856	arsenic2	PC3	0.0721279354651982
CB4856	arsenic2	PC3	-0.0509739216943527
CB4856	arsenic2	PC3	-0.098368780128401
CB4856	arsenic2	PC3	-0.28373030745487
CB4856	arsenic2	PC3	-0.116073420044215
CB4856	arsenic2	PC3	0.233162585105048
CB4856	arsenic2	PC3	-0.506848167714615
CB4856	arsenic2	PC3	0.599836721188473
CB4856	arsenic2	PC3	-0.500733785723953
CB4856	arsenic2	PC3	0.230701252506767
CB4856	arsenic2	PC3	0.372661492796193
CB4856	arsenic2	PC3	1.17061500707554
CB4856	arsenic2	PC3	-0.411712715523791
CB4856	arsenic2	PC3	0.372689384295547
CB4856	arsenic2	PC3	-0.0936645269834802
CB4856	arsenic3	PC3	0.048042832059153
CB4856	arsenic3	PC3	0.365841754376925
CB4856	arsenic3	PC3	0.783154330070299
CB4856	arsenic3	PC3	0.818367207405802
CB4856	arsenic3	PC3	0.811142197690708
CB4856	arsenic3	PC3	-0.09969591297651
CB4856	arsenic3	PC3	-0.0927037326955762
CB4856	arsenic3	PC3	-0.725188199163706
CB4856	arsenic3	PC3	0.331147951334205
CB4856	arsenic3	PC3	0.304691864864427
CB4856	arsenic3	PC3	0.268598004875787
CB4856	arsenic3	PC3	0.144854514621196
CB4856	arsenic3	PC3	0.239993150601601
CB4856	arsenic3	PC3	0.177269001351325
CB4856	arsenic3	PC3	0.0426050970306696
CB4856	arsenic3	PC3	0.256068549348079
CB4856	arsenic3	PC3	0.511404390890822
CB4856	arsenic3	PC3	0.17373785314006
CB4856	arsenic3	PC3	-0.203426990438678
CB4856	arsenic3	PC3	-0.126189696266816
CB4856	arsenic4	PC3	-0.206837625937303
CB4856	arsenic4	PC3	-0.38466518810883
CB4856	arsenic4	PC3	0.00565621124414772
CB4856	arsenic4	PC3	0.00466505193752444
CB4856	arsenic4	PC3	0.405391331989225
CB4856	arsenic4	PC3	-0.714964727309065
CB4856	arsenic4	PC3	0.482740696164499
CB4856	arsenic4	PC3	0.360984832044637
CB4856	arsenic4	PC3	0.323721421753746
CB4856	arsenic4	PC3	0.607661357853044
CB4856	arsenic4	PC3	-0.0180154331697727
CB4856	arsenic4	PC3	0.351751980004547
CB4856	arsenic4	PC3	-0.0553527672272734
CB4856	arsenic4	PC3	0.470039215057954
CB4856	arsenic4	PC3	-0.131250136118574
CB4856	arsenic4	PC3	0.0549865310412738
CB4856	arsenic4	PC3	0.372661878584832
CB4856	arsenic4	PC3	-0.0144676911946423
CB4856	arsenic4	PC3	-0.47199253453788
CB4856	arsenic4	PC3	0.457256917111206
CB4856	Water	PC3	-1.12302731684773
CB4856	Water	PC3	0.52831611974582
CB4856	Water	PC3	0.189825200513796
CB4856	Water	PC3	0.651715520002597
CB4856	Water	PC3	0.266901927286323
CB4856	Water	PC3	0.37916529535591
CB4856	Water	PC3	0.0420068094440313
CB4856	Water	PC3	1.133416027062
CB4856	Water	PC3	-0.313109936581448
CB4856	Water	PC3	-0.930430716751416
CB4856	Water	PC3	0.207288510646042
CB4856	Water	PC3	-0.126776585149662
CB4856	Water	PC3	-0.222171121207901
CB4856	Water	PC3	0.180928240697177
CB4856	Water	PC3	0.585796309943228
CB4856	Water	PC3	0.855154197332053
CB4856	Water	PC3	0.767635238175499
CB4856	Water	PC3	-0.223199257602567
CB4856	Water	PC3	-0.266332153198866
DL238	arsenic1	PC3	-0.264235988074935
DL238	arsenic1	PC3	-1.42730285817632
DL238	arsenic1	PC3	-1.36647603055364
DL238	arsenic1	PC3	-0.15875137807689
DL238	arsenic1	PC3	-0.0259008423391951
DL238	arsenic1	PC3	-0.404517826920038
DL238	arsenic1	PC3	-1.45519117040158
DL238	arsenic1	PC3	-0.891383872365912
DL238	arsenic1	PC3	0.00336201220692936
DL238	arsenic1	PC3	0.0747671361258686
DL238	arsenic1	PC3	-0.940565396003564
DL238	arsenic1	PC3	-1.06101836286017
DL238	arsenic1	PC3	0.319398597364959
DL238	arsenic1	PC3	-1.17547457289942
DL238	arsenic1	PC3	-1.0485875133996
DL238	arsenic1	PC3	-0.524423732695607
DL238	arsenic1	PC3	-0.456666647221435
DL238	arsenic1	PC3	-0.784712389283473
DL238	arsenic1	PC3	-1.16096746906506
DL238	arsenic2	PC3	-1.09573664277228
DL238	arsenic2	PC3	-0.32146421176391
DL238	arsenic2	PC3	-1.1314098868051
DL238	arsenic2	PC3	-1.26085266686221
DL238	arsenic2	PC3	-0.985078026556462
DL238	arsenic2	PC3	-0.743173600854678
DL238	arsenic2	PC3	-0.855835587224408
DL238	arsenic2	PC3	-0.790514451561024
DL238	arsenic2	PC3	-0.72312657386583
DL238	arsenic2	PC3	-0.73685082291955
DL238	arsenic2	PC3	-0.153952236749755
DL238	arsenic2	PC3	-0.663618670940743
DL238	arsenic2	PC3	-0.669007550651645
DL238	arsenic2	PC3	-0.875973285714591
DL238	arsenic2	PC3	0.00729956027128584
DL238	arsenic2	PC3	-0.950992819623247
DL238	arsenic2	PC3	-0.796407393567705
DL238	arsenic2	PC3	-1.11524419392968
DL238	arsenic3	PC3	-0.0406460554488105
DL238	arsenic3	PC3	0.0584203583012676
DL238	arsenic3	PC3	0.0677278090493695
DL238	arsenic3	PC3	-0.461683882613196
DL238	arsenic3	PC3	0.215656029247195
DL238	arsenic3	PC3	0.183348346734659
DL238	arsenic3	PC3	-0.678932793357662
DL238	arsenic3	PC3	-0.336577099231885
DL238	arsenic3	PC3	-0.454908679250667
DL238	arsenic3	PC3	0.335859633433181
DL238	arsenic3	PC3	-0.611612495988023
DL238	arsenic3	PC3	0.152200016396296
DL238	arsenic3	PC3	0.261812063874978
DL238	arsenic3	PC3	-0.544159400748199
DL238	arsenic3	PC3	-1.31689749062504
DL238	arsenic3	PC3	-0.353125016603106
DL238	arsenic3	PC3	-0.344987034714198
DL238	arsenic3	PC3	-0.809814997722849
DL238	arsenic3	PC3	-1.09788853941017
DL238	arsenic3	PC3	-0.394556861061939
DL238	arsenic4	PC3	1.15686168429361
DL238	arsenic4	PC3	0.0636064636332145
DL238	arsenic4	PC3	-0.182354144235408
DL238	arsenic4	PC3	1.01994642190099
DL238	arsenic4	PC3	0.146447181175237
DL238	arsenic4	PC3	1.49557980902891
DL238	arsenic4	PC3	0.119615734665513
DL238	arsenic4	PC3	-0.120178132935861
DL238	arsenic4	PC3	-0.217432207193251
DL238	arsenic4	PC3	-0.452818306739918
DL238	arsenic4	PC3	-0.0156620518571119
DL238	arsenic4	PC3	-0.376913284750652
DL238	arsenic4	PC3	0.33264727816425
DL238	arsenic4	PC3	-0.139134497566296
DL238	arsenic4	PC3	0.391491384858989
DL238	arsenic4	PC3	-1.20575439663562
DL238	arsenic4	PC3	-0.168577036887638
DL238	Water	PC3	0.235396651434185
DL238	Water	PC3	1.27017016316567
DL238	Water	PC3	-0.0216858223193689
DL238	Water	PC3	0.0200198942111232
DL238	Water	PC3	0.241851262606179
DL238	Water	PC3	1.09474577276924
DL238	Water	PC3	-0.542069610839473
DL238	Water	PC3	-0.673094797155331
DL238	Water	PC3	0.822814361869466
DL238	Water	PC3	-0.125150786730071
DL238	Water	PC3	0.0935282744636101
DL238	Water	PC3	0.0304977878771322
DL238	Water	PC3	-0.541844817743942
DL238	Water	PC3	-0.0604910686074946
DL238	Water	PC3	-0.120588626843596
DL238	Water	PC3	-0.337116947920154
DL238	Water	PC3	1.03905703281579
DL238	Water	PC3	0.816818868527937
DL238	Water	PC3	-0.659755282716019
JU775	arsenic1	PC3	-0.825289583506719
JU775	arsenic1	PC3	-0.675045575040529
JU775	arsenic1	PC3	-0.247159628149819
JU775	arsenic1	PC3	-0.954891100843818
JU775	arsenic1	PC3	-1.03091170947935
JU775	arsenic1	PC3	-0.463158815675437
JU775	arsenic1	PC3	0.262593238859083
JU775	arsenic1	PC3	-0.227402052805174
JU775	arsenic1	PC3	-0.4121843579182
JU775	arsenic1	PC3	-0.351701732348572
JU775	arsenic1	PC3	0.173267149123042
JU775	arsenic1	PC3	-0.886955283500032
JU775	arsenic1	PC3	-0.662389761820189
JU775	arsenic1	PC3	-0.591440374594112
JU775	arsenic1	PC3	0.313243326794533
JU775	arsenic1	PC3	-0.398824637499584
JU775	arsenic1	PC3	-0.245481308272318
JU775	arsenic1	PC3	-0.786668374528423
JU775	arsenic1	PC3	-0.336221294495853
JU775	arsenic2	PC3	-0.495632254124096
JU775	arsenic2	PC3	-0.36964354398207
JU775	arsenic2	PC3	-0.602066094472681
JU775	arsenic2	PC3	-1.46553841644125
JU775	arsenic2	PC3	0.115876711289354
JU775	arsenic2	PC3	-0.582738746201855
JU775	arsenic2	PC3	-0.188005750353562
JU775	arsenic2	PC3	-0.384314230313506
JU775	arsenic2	PC3	-0.493600829142256
JU775	arsenic2	PC3	-0.244443717612881
JU775	arsenic2	PC3	-0.424161039327668
JU775	arsenic2	PC3	0.0076345560566079
JU775	arsenic2	PC3	-0.0802131379536987
JU775	arsenic2	PC3	-0.586106865733014
JU775	arsenic2	PC3	-0.427951590999767
JU775	arsenic2	PC3	-0.387751791978321
JU775	arsenic2	PC3	-0.104885448214925
JU775	arsenic2	PC3	-0.221705055138176
JU775	arsenic2	PC3	-0.615410995438562
JU775	arsenic2	PC3	-0.60286030872303
JU775	arsenic3	PC3	0.25132009228846
JU775	arsenic3	PC3	0.493388163463228
JU775	arsenic3	PC3	0.0831241372080523
JU775	arsenic3	PC3	-0.233552919558355
JU775	arsenic3	PC3	0.202776198565657
JU775	arsenic3	PC3	0.0704412136811148
JU775	arsenic3	PC3	0.0268621071637452
JU775	arsenic3	PC3	-0.0693515438554111
JU775	arsenic3	PC3	0.470222200351168
JU775	arsenic3	PC3	0.233073734519325
JU775	arsenic3	PC3	0.524218906909104
JU775	arsenic3	PC3	-0.390611217212312
JU775	arsenic3	PC3	0.313924320102655
JU775	arsenic3	PC3	0.610494966010318
JU775	arsenic3	PC3	0.115920590631332
JU775	arsenic3	PC3	0.0631288978908704
JU775	arsenic3	PC3	0.127721562926114
JU775	arsenic3	PC3	0.205643178395031
JU775	arsenic3	PC3	-0.208551339629222
JU775	arsenic3	PC3	-0.45132988892558
JU775	arsenic4	PC3	0.338820430223023
JU775	arsenic4	PC3	-0.055613408866226
JU775	arsenic4	PC3	0.337783866915987
JU775	arsenic4	PC3	0.714717465881302
JU775	arsenic4	PC3	0.514464774931539
JU775	arsenic4	PC3	0.189953258364745
JU775	arsenic4	PC3	0.486995117154335
JU775	arsenic4	PC3	0.154905386563263
JU775	arsenic4	PC3	-0.0234983343703924
JU775	arsenic4	PC3	-0.139471187905783
JU775	arsenic4	PC3	-0.188936427316176
JU775	arsenic4	PC3	0.0296881219629132
JU775	arsenic4	PC3	0.328779796819176
JU775	arsenic4	PC3	-0.619604136073618
JU775	arsenic4	PC3	0.0192748132072033
JU775	arsenic4	PC3	1.23905942880124
JU775	arsenic4	PC3	0.965545833751514
JU775	Water	PC3	-0.272737700532259
JU775	Water	PC3	-0.135042330792982
JU775	Water	PC3	-0.152235300865299
JU775	Water	PC3	-0.0409591519462334
JU775	Water	PC3	-0.129833494951392
JU775	Water	PC3	0.204256356959894
JU775	Water	PC3	1.40545368309411
JU775	Water	PC3	-0.538346481939109
JU775	Water	PC3	0.0920673117000235
JU775	Water	PC3	0.462307364054507
JU775	Water	PC3	0.467049316214092
JU775	Water	PC3	0.182404140461731
JU775	Water	PC3	-0.79595783253105
JU775	Water	PC3	0.388500043944639
JU775	Water	PC3	1.2341172383266
JU775	Water	PC3	0.253726152743495
JU775	Water	PC3	0.210023265229165
JU775	Water	PC3	0.529523167589656
JU775	Water	PC3	-0.781213437894708
N2	arsenic1	PC3	-0.0773050255743223
N2	arsenic1	PC3	-0.449304922702376
N2	arsenic1	PC3	0.0938598782234719
N2	arsenic1	PC3	-0.0785171789370464
N2	arsenic1	PC3	-0.469465243717619
N2	arsenic1	PC3	-0.470430313489137
N2	arsenic1	PC3	0.22749038288575
N2	arsenic1	PC3	0.207082182122112
N2	arsenic1	PC3	0.0487480898233349
N2	arsenic1	PC3	-0.399231863068665
N2	arsenic1	PC3	-0.295219961430943
N2	arsenic1	PC3	-0.130235386560779
N2	arsenic1	PC3	-0.102131720923028
N2	arsenic1	PC3	0.0104103017735327
N2	arsenic1	PC3	0.167612616798444
N2	arsenic1	PC3	0.000152686190384249
N2	arsenic1	PC3	0.346029467272385
N2	arsenic1	PC3	0.169754638198666
N2	arsenic1	PC3	-0.0429219327597805
N2	arsenic1	PC3	-0.150741133813228
N2	arsenic2	PC3	0.268165324839043
N2	arsenic2	PC3	0.293465215732155
N2	arsenic2	PC3	0.159426422683599
N2	arsenic2	PC3	-0.0996128933629332
N2	arsenic2	PC3	-0.0251358448188294
N2	arsenic2	PC3	0.109816032663667
N2	arsenic2	PC3	0.19315501630745
N2	arsenic2	PC3	-0.140798694038668
N2	arsenic2	PC3	0.340917157771724
N2	arsenic2	PC3	-0.600776109086477
N2	arsenic2	PC3	-0.1390684668229
N2	arsenic2	PC3	-0.187139981072417
N2	arsenic2	PC3	0.412593823046552
N2	arsenic2	PC3	0.255878805742852
N2	arsenic2	PC3	0.703256843736169
N2	arsenic2	PC3	0.00251808557721471
N2	arsenic2	PC3	-0.189714698529724
N2	arsenic2	PC3	-0.35258578652209
N2	arsenic2	PC3	-0.286021516455145
N2	arsenic2	PC3	-0.18428028333023
N2	arsenic3	PC3	0.651300434946096
N2	arsenic3	PC3	0.456244396429502
N2	arsenic3	PC3	-0.0420128666617121
N2	arsenic3	PC3	0.643454705843671
N2	arsenic3	PC3	0.884266929642852
N2	arsenic3	PC3	0.136165525512393
N2	arsenic3	PC3	0.493243628737097
N2	arsenic3	PC3	0.677378736197461
N2	arsenic3	PC3	0.603485602309968
N2	arsenic3	PC3	0.838431891296862
N2	arsenic3	PC3	0.595499713108071
N2	arsenic3	PC3	0.867255555577919
N2	arsenic3	PC3	1.02804060680424
N2	arsenic3	PC3	0.355990925353947
N2	arsenic3	PC3	0.367919457108464
N2	arsenic3	PC3	0.683026406006055
N2	arsenic3	PC3	0.313322505097043
N2	arsenic3	PC3	-0.192426836789322
N2	arsenic3	PC3	0.688522032978722
N2	arsenic3	PC3	0.552611493796978
N2	arsenic4	PC3	0.728464933198646
N2	arsenic4	PC3	0.710215924832302
N2	arsenic4	PC3	0.152935092398597
N2	arsenic4	PC3	0.629576089996417
N2	arsenic4	PC3	0.791871088241793
N2	arsenic4	PC3	0.399637612532712
N2	arsenic4	PC3	1.18492342747422
N2	arsenic4	PC3	1.2681203659978
N2	arsenic4	PC3	-0.0289980331485238
N2	arsenic4	PC3	0.892689264185971
N2	arsenic4	PC3	0.701120419828094
N2	arsenic4	PC3	0.111554400240443
N2	arsenic4	PC3	-0.14132756867807
N2	arsenic4	PC3	1.43946543905788
N2	arsenic4	PC3	0.423429206849158
N2	arsenic4	PC3	0.25521250826613
N2	arsenic4	PC3	0.47249717526874
N2	Water	PC3	1.23718774373748
N2	Water	PC3	-0.0664717067969209
N2	Water	PC3	-0.938965543453009
N2	Water	PC3	0.402078754172891
N2	Water	PC3	-0.458001101613558
N2	Water	PC3	-0.30835851637997
N2	Water	PC3	0.484551957562975
N2	Water	PC3	0.302381818053242
N2	Water	PC3	0.719873547328639
N2	Water	PC3	0.454422281830387
N2	Water	PC3	-0.230152346781071
N2	Water	PC3	-0.602915222705775
N2	Water	PC3	0.3291327860394
N2	Water	PC3	-0.133651940082471
N2	Water	PC3	-0.538991757223448
N2	Water	PC3	0.312430226598449
N2	Water	PC3	0.0992734260045566
N2	Water	PC3	1.23007531394905
N2	Water	PC3	0.300641532120766
N2	Water	PC3	0.124513809601427
