Condition	Strain	Trait	Value
arsenictrioxide	QX477	mean.norm.EXT	-0.470991937253142
arsenictrioxide	QX551	mean.norm.EXT	0.126295077119643
arsenictrioxide	QX253	mean.norm.EXT	0.0718745478135544
arsenictrioxide	QX240	mean.norm.EXT	-0.225302478395359
arsenictrioxide	QX274	mean.norm.EXT	-0.263815798998619
arsenictrioxide	QX466	mean.norm.EXT	-0.0585521282262505
arsenictrioxide	QX477	mean.norm.yellow	-0.15523660199826
arsenictrioxide	QX551	mean.norm.yellow	0.0813206370617232
arsenictrioxide	QX253	mean.norm.yellow	0.087310723139303
arsenictrioxide	QX240	mean.norm.yellow	-0.11368861429426
arsenictrioxide	QX274	mean.norm.yellow	-0.159214730745122
arsenictrioxide	QX466	mean.norm.yellow	-0.0205704972568145
arsenictrioxide	QX477	mean.TOF	-42.219579259822
arsenictrioxide	QX551	mean.TOF	25.0660001471968
arsenictrioxide	QX253	mean.TOF	13.2112032043305
arsenictrioxide	QX240	mean.TOF	-12.9429692905439
arsenictrioxide	QX274	mean.TOF	-32.5998387701257
arsenictrioxide	QX466	mean.TOF	0.260991894683628
arsenictrioxide	QX477	norm.n	-25.1589837606801
arsenictrioxide	QX551	norm.n	-6.81141100723343
arsenictrioxide	QX253	norm.n	64.347537859727
arsenictrioxide	QX240	norm.n	-4.44441960584009
arsenictrioxide	QX274	norm.n	30.5469429343678
arsenictrioxide	QX466	norm.n	10.9043810248013
arsenictrioxide	QX242	mean.norm.EXT	0.19320942127352
arsenictrioxide	QX349	mean.norm.EXT	0.141619683187729
arsenictrioxide	QX374	mean.norm.EXT	-0.0067856030184988
arsenictrioxide	QX394	mean.norm.EXT	-0.0890564798410847
arsenictrioxide	QX242	mean.norm.yellow	0.029234960599401
arsenictrioxide	QX349	mean.norm.yellow	0.0899172106146353
arsenictrioxide	QX374	mean.norm.yellow	0.0529689270481268
arsenictrioxide	QX394	mean.norm.yellow	-0.0619716916739408
arsenictrioxide	QX242	mean.TOF	2.61580790380336
arsenictrioxide	QX349	mean.TOF	11.1508750728021
arsenictrioxide	QX374	mean.TOF	1.00236489017235
arsenictrioxide	QX394	mean.TOF	-6.75411315302695
arsenictrioxide	QX242	norm.n	-8.96191062694557
arsenictrioxide	QX349	norm.n	28.8798319227878
arsenictrioxide	QX374	norm.n	4.62567004518971
arsenictrioxide	QX394	norm.n	6.21881967359113
arsenictrioxide	QX458	mean.norm.EXT	-0.11583682088667
arsenictrioxide	QX494	mean.norm.EXT	-0.191184595410076
arsenictrioxide	QX244	mean.norm.EXT	-0.234680042786721
arsenictrioxide	QX523	mean.norm.EXT	-0.0046383970529976
arsenictrioxide	QX474	mean.norm.EXT	-0.2563495346275
arsenictrioxide	QX458	mean.norm.yellow	-0.122058679434356
arsenictrioxide	QX494	mean.norm.yellow	-0.0773071134690916
arsenictrioxide	QX244	mean.norm.yellow	-0.162261755470448
arsenictrioxide	QX523	mean.norm.yellow	0.0322099627371546
arsenictrioxide	QX474	mean.norm.yellow	-0.151176844935251
arsenictrioxide	QX458	mean.TOF	-8.01338458340978
arsenictrioxide	QX494	mean.TOF	-1.05424712950917
arsenictrioxide	QX244	mean.TOF	-33.5152204833493
arsenictrioxide	QX523	mean.TOF	-1.51095658802749
arsenictrioxide	QX474	mean.TOF	-6.43391080983082
arsenictrioxide	QX458	norm.n	30.4872550202798
arsenictrioxide	QX494	norm.n	-25.8068647241557
arsenictrioxide	QX244	norm.n	-4.70148294770296
arsenictrioxide	QX523	norm.n	8.15348009705311
arsenictrioxide	QX474	norm.n	2.16600791327125
arsenictrioxide	QX526	mean.norm.EXT	-0.239227889804566
arsenictrioxide	QX490	mean.norm.EXT	-0.0778585164006122
arsenictrioxide	QX560	mean.norm.EXT	0.291755379561385
arsenictrioxide	QX301	mean.norm.EXT	0.070064578711245
arsenictrioxide	QX526	mean.norm.yellow	-0.142554019281394
arsenictrioxide	QX490	mean.norm.yellow	-0.0827594907883533
arsenictrioxide	QX560	mean.norm.yellow	0.134603792400011
arsenictrioxide	QX301	mean.norm.yellow	0.0656552381814913
arsenictrioxide	QX526	mean.TOF	-6.18528772559535
arsenictrioxide	QX490	mean.TOF	1.19110133351235
arsenictrioxide	QX560	mean.TOF	17.2595512349511
arsenictrioxide	QX301	mean.TOF	-0.448216554738988
arsenictrioxide	QX526	norm.n	-52.8982088959837
arsenictrioxide	QX490	norm.n	0.829108171757771
arsenictrioxide	QX560	norm.n	-2.80151133009629
arsenictrioxide	QX301	norm.n	63.6183513824181
arsenictrioxide	QX549	mean.norm.EXT	-0.1135218211959
arsenictrioxide	QX361	mean.norm.EXT	0.18120761334955
arsenictrioxide	QX594	mean.norm.EXT	0.00550425940169333
arsenictrioxide	QX376	mean.norm.EXT	0.239654257352381
arsenictrioxide	QX549	mean.norm.yellow	-0.128937978274709
arsenictrioxide	QX361	mean.norm.yellow	0.00850440867457343
arsenictrioxide	QX594	mean.norm.yellow	0.0190527075257728
arsenictrioxide	QX376	mean.norm.yellow	0.0364273542610439
arsenictrioxide	QX549	mean.TOF	9.94491739870461
arsenictrioxide	QX361	mean.TOF	10.9369543830607
arsenictrioxide	QX594	mean.TOF	14.3476236756718
arsenictrioxide	QX376	mean.TOF	11.5809102499859
arsenictrioxide	QX549	norm.n	-51.4080613328967
arsenictrioxide	QX361	norm.n	16.2336485528962
arsenictrioxide	QX594	norm.n	-10.3284921464322
arsenictrioxide	QX376	norm.n	8.98180781204038
arsenictrioxide	QX385	mean.norm.EXT	0.0620981981948493
arsenictrioxide	QX273	mean.norm.EXT	0.0227685434293902
arsenictrioxide	QX345	mean.norm.EXT	0.0511550737812566
arsenictrioxide	QX531	mean.norm.EXT	-0.137631961654776
arsenictrioxide	QX513	mean.norm.EXT	-0.132741553502013
arsenictrioxide	QX539	mean.norm.EXT	-0.0434584746346848
arsenictrioxide	QX261	mean.norm.EXT	-0.0512792600357464
arsenictrioxide	QX288	mean.norm.EXT	-0.0128486806557047
arsenictrioxide	QX385	mean.norm.yellow	0.0579471267634181
arsenictrioxide	QX273	mean.norm.yellow	0.0582117134653417
arsenictrioxide	QX345	mean.norm.yellow	0.106462407641015
arsenictrioxide	QX531	mean.norm.yellow	-0.0974359739781802
arsenictrioxide	QX513	mean.norm.yellow	-0.0322946664394689
arsenictrioxide	QX539	mean.norm.yellow	0.0301020863003419
arsenictrioxide	QX261	mean.norm.yellow	0.087142131472954
arsenictrioxide	QX288	mean.norm.yellow	-0.0319361718239534
arsenictrioxide	QX385	mean.TOF	10.8145136465395
arsenictrioxide	QX273	mean.TOF	37.7595291121859
arsenictrioxide	QX345	mean.TOF	-3.73729246772285
arsenictrioxide	QX531	mean.TOF	-6.91150070054346
arsenictrioxide	QX513	mean.TOF	-6.25650566743463
arsenictrioxide	QX539	mean.TOF	-6.74622917953231
arsenictrioxide	QX261	mean.TOF	10.2999180401871
arsenictrioxide	QX288	mean.TOF	4.79881928110149
arsenictrioxide	QX385	norm.n	19.7936983754901
arsenictrioxide	QX273	norm.n	8.30184786880294
arsenictrioxide	QX345	norm.n	2.32016261771311
arsenictrioxide	QX531	norm.n	-6.13792746602226
arsenictrioxide	QX513	norm.n	59.7115649638135
arsenictrioxide	QX539	norm.n	-40.2798816186736
arsenictrioxide	QX261	norm.n	26.2319366377112
arsenictrioxide	QX288	norm.n	-12.4563151244602
arsenictrioxide	QX579	mean.norm.EXT	-0.0618627095980673
arsenictrioxide	QX339	mean.norm.EXT	0.208079897526068
arsenictrioxide	QX555	mean.norm.EXT	0.0223143039658283
arsenictrioxide	QX479	mean.norm.EXT	0.0158319228796173
arsenictrioxide	QX441	mean.norm.EXT	-0.475899585279962
arsenictrioxide	QX370	mean.norm.EXT	0.225441636013789
arsenictrioxide	QX573	mean.norm.EXT	0.123125120585956
arsenictrioxide	QX579	mean.norm.yellow	-0.0519314438547701
arsenictrioxide	QX339	mean.norm.yellow	0.0500640247471555
arsenictrioxide	QX555	mean.norm.yellow	0.217767217427311
arsenictrioxide	QX479	mean.norm.yellow	0.0679726782242784
arsenictrioxide	QX441	mean.norm.yellow	-0.203254270536868
arsenictrioxide	QX370	mean.norm.yellow	-0.00614082105344339
arsenictrioxide	QX573	mean.norm.yellow	-0.0238254641026948
arsenictrioxide	QX579	mean.TOF	4.87535403828366
arsenictrioxide	QX339	mean.TOF	15.1286820214361
arsenictrioxide	QX555	mean.TOF	-3.43256439105785
arsenictrioxide	QX479	mean.TOF	15.5205813989094
arsenictrioxide	QX441	mean.TOF	-69.9625408558403
arsenictrioxide	QX370	mean.TOF	19.3008259944409
arsenictrioxide	QX573	mean.TOF	20.2796165907262
arsenictrioxide	QX579	norm.n	22.3336769352895
arsenictrioxide	QX339	norm.n	-6.66196739173223
arsenictrioxide	QX555	norm.n	19.2221210028532
arsenictrioxide	QX479	norm.n	30.4299063123182
arsenictrioxide	QX441	norm.n	-32.4522055938322
arsenictrioxide	QX370	norm.n	-21.9395491194169
arsenictrioxide	QX573	norm.n	-21.6321311365856
arsenictrioxide	QX570	mean.norm.EXT	0.0943924818936593
arsenictrioxide	QX340	mean.norm.EXT	-0.31236722381113
arsenictrioxide	QX285	mean.norm.EXT	-0.11111400946808
arsenictrioxide	QX284	mean.norm.EXT	0.0626997256586274
arsenictrioxide	QX362	mean.norm.EXT	-0.0439035562730431
arsenictrioxide	QX570	mean.norm.yellow	0.130138030514738
arsenictrioxide	QX340	mean.norm.yellow	-0.0940724438165842
arsenictrioxide	QX285	mean.norm.yellow	-0.156641610673019
arsenictrioxide	QX284	mean.norm.yellow	0.035420193119603
arsenictrioxide	QX362	mean.norm.yellow	0.00581282683925141
arsenictrioxide	QX570	mean.TOF	10.7499958669882
arsenictrioxide	QX340	mean.TOF	-44.8788510645695
arsenictrioxide	QX285	mean.TOF	-20.0158537591995
arsenictrioxide	QX284	mean.TOF	21.5484747969612
arsenictrioxide	QX362	mean.TOF	3.82257873413505
arsenictrioxide	QX570	norm.n	15.3755416331733
arsenictrioxide	QX340	norm.n	-23.0626485691723
arsenictrioxide	QX285	norm.n	-8.148150227767
arsenictrioxide	QX284	norm.n	21.3053675262099
arsenictrioxide	QX362	norm.n	44.8852025163244
arsenictrioxide	QX241	mean.norm.EXT	-0.0600156288501352
arsenictrioxide	QX319	mean.norm.EXT	0.335579586247277
arsenictrioxide	QX498	mean.norm.EXT	-0.180828408416771
arsenictrioxide	QX414	mean.norm.EXT	0.0400596929411328
arsenictrioxide	QX298	mean.norm.EXT	-0.100439257017151
arsenictrioxide	QX241	mean.norm.yellow	0.0172398506289205
arsenictrioxide	QX319	mean.norm.yellow	0.249018034940896
arsenictrioxide	QX498	mean.norm.yellow	-0.0696060455779013
arsenictrioxide	QX414	mean.norm.yellow	0.00185275281832529
arsenictrioxide	QX298	mean.norm.yellow	-0.0470921417879959
arsenictrioxide	QX241	mean.TOF	0.690745420703361
arsenictrioxide	QX319	mean.TOF	30.8476425006586
arsenictrioxide	QX498	mean.TOF	-9.6197480276655
arsenictrioxide	QX414	mean.TOF	6.14487684942153
arsenictrioxide	QX298	mean.TOF	-8.6307298101013
arsenictrioxide	QX241	norm.n	20.1530702151464
arsenictrioxide	QX319	norm.n	7.32783096405768
arsenictrioxide	QX498	norm.n	-14.0587590368845
arsenictrioxide	QX414	norm.n	19.7113449259732
arsenictrioxide	QX298	norm.n	31.2182520257244
arsenictrioxide	QX384	mean.norm.EXT	0.12955546607927
arsenictrioxide	QX469	mean.norm.EXT	-0.0741892028692799
arsenictrioxide	QX483	mean.norm.EXT	0.192997967462001
arsenictrioxide	QX508	mean.norm.EXT	0.0971823465616288
arsenictrioxide	QX584	mean.norm.EXT	0.0888323275639706
arsenictrioxide	QX585	mean.norm.EXT	0.210146695429624
arsenictrioxide	QX447	mean.norm.EXT	0.158363847693826
arsenictrioxide	QX384	mean.norm.yellow	0.0969209506554868
arsenictrioxide	QX469	mean.norm.yellow	-0.0336582596384785
arsenictrioxide	QX483	mean.norm.yellow	0.146837352239815
arsenictrioxide	QX508	mean.norm.yellow	0.0235994830595722
arsenictrioxide	QX584	mean.norm.yellow	0.0679089753774172
arsenictrioxide	QX585	mean.norm.yellow	0.120036838455687
arsenictrioxide	QX447	mean.norm.yellow	0.0425502546614346
arsenictrioxide	QX384	mean.TOF	17.8819861356993
arsenictrioxide	QX469	mean.TOF	-16.368106216928
arsenictrioxide	QX483	mean.TOF	27.6989498611468
arsenictrioxide	QX508	mean.TOF	17.7347222840197
arsenictrioxide	QX584	mean.TOF	35.4138767214065
arsenictrioxide	QX585	mean.TOF	36.7520193596463
arsenictrioxide	QX447	mean.TOF	27.3652374599664
arsenictrioxide	QX384	norm.n	-15.1237488069933
arsenictrioxide	QX469	norm.n	-29.2463650648156
arsenictrioxide	QX483	norm.n	31.8941854243977
arsenictrioxide	QX508	norm.n	12.6501774223072
arsenictrioxide	QX584	norm.n	-7.22944169157686
arsenictrioxide	QX585	norm.n	1.13219207925122
arsenictrioxide	QX447	norm.n	43.116520699731
arsenictrioxide	QX357	mean.norm.EXT	-0.194341567961591
arsenictrioxide	QX283	mean.norm.EXT	-0.33078353231841
arsenictrioxide	QX461	mean.norm.EXT	0.128120855039925
arsenictrioxide	QX357	mean.norm.yellow	-0.132515813026143
arsenictrioxide	QX283	mean.norm.yellow	-0.148661788350328
arsenictrioxide	QX461	mean.norm.yellow	0.066891964909366
arsenictrioxide	QX357	mean.TOF	-35.4068766943718
arsenictrioxide	QX283	mean.TOF	-39.4028575875226
arsenictrioxide	QX461	mean.TOF	59.6818011455657
arsenictrioxide	QX357	norm.n	-1.81396542263361
arsenictrioxide	QX283	norm.n	-11.6688024094163
arsenictrioxide	QX461	norm.n	0.411259778793197
arsenictrioxide	QX365	mean.norm.EXT	-0.222969233284719
arsenictrioxide	QX481	mean.norm.EXT	0.160371552175554
arsenictrioxide	QX489	mean.norm.EXT	0.0542483248012585
arsenictrioxide	QX309	mean.norm.EXT	0.255069285492524
arsenictrioxide	QX580	mean.norm.EXT	0.0272526904650956
arsenictrioxide	QX296	mean.norm.EXT	0.0292208687847288
arsenictrioxide	QX428	mean.norm.EXT	-0.036745027980545
arsenictrioxide	QX409	mean.norm.EXT	0.1197419670248
arsenictrioxide	QX365	mean.norm.yellow	-0.0648977490753495
arsenictrioxide	QX481	mean.norm.yellow	0.112167124519261
arsenictrioxide	QX489	mean.norm.yellow	0.0394957772606493
arsenictrioxide	QX309	mean.norm.yellow	0.14255571300421
arsenictrioxide	QX580	mean.norm.yellow	0.0710137224957164
arsenictrioxide	QX296	mean.norm.yellow	0.00296346299140343
arsenictrioxide	QX428	mean.norm.yellow	0.0130649138944024
arsenictrioxide	QX409	mean.norm.yellow	0.101299515965948
arsenictrioxide	QX365	mean.TOF	-13.2838308825155
arsenictrioxide	QX481	mean.TOF	4.89704715216289
arsenictrioxide	QX489	mean.TOF	-1.22697754665882
arsenictrioxide	QX309	mean.TOF	-5.96193518165941
arsenictrioxide	QX580	mean.TOF	19.9734354818461
arsenictrioxide	QX296	mean.TOF	7.86373103182297
arsenictrioxide	QX428	mean.TOF	54.5047696166119
arsenictrioxide	QX409	mean.TOF	16.5206735417444
arsenictrioxide	QX365	norm.n	13.6759106042867
arsenictrioxide	QX481	norm.n	12.4500455868262
arsenictrioxide	QX489	norm.n	-21.6296812791235
arsenictrioxide	QX309	norm.n	32.7121718723544
arsenictrioxide	QX580	norm.n	14.7321625919571
arsenictrioxide	QX296	norm.n	8.28351186054132
arsenictrioxide	QX428	norm.n	64.6780967398199
arsenictrioxide	QX409	norm.n	6.55243683085782
arsenictrioxide	QX550	mean.norm.EXT	-0.08489893278882
arsenictrioxide	QX533	mean.norm.EXT	0.114929875293415
arsenictrioxide	QX316	mean.norm.EXT	-0.21450161725251
arsenictrioxide	QX343	mean.norm.EXT	-0.0876860996362224
arsenictrioxide	QX291	mean.norm.EXT	-0.0732382552443538
arsenictrioxide	QX369	mean.norm.EXT	-0.344231606840033
arsenictrioxide	QX550	mean.norm.yellow	0.00513477483663841
arsenictrioxide	QX533	mean.norm.yellow	0.0765333956549735
arsenictrioxide	QX316	mean.norm.yellow	-0.0813102944402154
arsenictrioxide	QX343	mean.norm.yellow	0.00149995523624136
arsenictrioxide	QX291	mean.norm.yellow	-0.00954110073652373
arsenictrioxide	QX369	mean.norm.yellow	-0.206365788707231
arsenictrioxide	QX550	mean.TOF	-0.05266844979181
arsenictrioxide	QX533	mean.TOF	7.68621820528149
arsenictrioxide	QX316	mean.TOF	-19.6717800057601
arsenictrioxide	QX343	mean.TOF	14.7207769171966
arsenictrioxide	QX291	mean.TOF	-1.8821157569155
arsenictrioxide	QX369	mean.TOF	-30.6258922242524
arsenictrioxide	QX550	norm.n	15.5002016899895
arsenictrioxide	QX533	norm.n	10.6566180143133
arsenictrioxide	QX316	norm.n	11.9110933414077
arsenictrioxide	QX343	norm.n	6.73273023982377
arsenictrioxide	QX291	norm.n	15.5381048292832
arsenictrioxide	QX369	norm.n	-32.6342191458754
arsenictrioxide	QX330	mean.norm.EXT	-0.0246380515450606
arsenictrioxide	QX330	mean.norm.yellow	-0.128673654000079
arsenictrioxide	QX330	mean.TOF	7.9747198807348
arsenictrioxide	QX330	norm.n	8.0043048492565
arsenictrioxide	QX512	mean.norm.EXT	0.201454680356612
arsenictrioxide	QX470	mean.norm.EXT	-0.101469965896776
arsenictrioxide	QX367	mean.norm.EXT	0.153555762808143
arsenictrioxide	QX525	mean.norm.EXT	-0.495964679547444
arsenictrioxide	QX377	mean.norm.EXT	0.0151859632175147
arsenictrioxide	QX512	mean.norm.yellow	0.178735110232544
arsenictrioxide	QX470	mean.norm.yellow	-0.0352352083291277
arsenictrioxide	QX367	mean.norm.yellow	0.054691228318179
arsenictrioxide	QX525	mean.norm.yellow	-0.136526691915136
arsenictrioxide	QX377	mean.norm.yellow	-0.0226707036197471
arsenictrioxide	QX512	mean.TOF	39.8909967348846
arsenictrioxide	QX470	mean.TOF	-10.1030768672966
arsenictrioxide	QX367	mean.TOF	30.4722545813605
arsenictrioxide	QX525	mean.TOF	-89.439591377129
arsenictrioxide	QX377	mean.TOF	10.7138379844261
arsenictrioxide	QX512	norm.n	2.0547447763532
arsenictrioxide	QX470	norm.n	-1.26268987773019
arsenictrioxide	QX367	norm.n	-6.80187919630883
arsenictrioxide	QX525	norm.n	-54.1717187746234
arsenictrioxide	QX377	norm.n	13.0838401614444
arsenictrioxide	QX495	mean.norm.EXT	-0.0618733164243166
arsenictrioxide	QX323	mean.norm.EXT	0.0399303500128557
arsenictrioxide	QX286	mean.norm.EXT	-0.137269911772825
arsenictrioxide	QX407	mean.norm.EXT	0.0635040392521338
arsenictrioxide	QX454	mean.norm.EXT	0.149614514589384
arsenictrioxide	QX495	mean.norm.yellow	-0.0416333571026696
arsenictrioxide	QX323	mean.norm.yellow	0.0613493064119551
arsenictrioxide	QX286	mean.norm.yellow	-0.0409299123289596
arsenictrioxide	QX407	mean.norm.yellow	0.0256821750877105
arsenictrioxide	QX454	mean.norm.yellow	-0.0326927875398218
arsenictrioxide	QX495	mean.TOF	-0.113471168914223
arsenictrioxide	QX323	mean.TOF	4.85073717623249
arsenictrioxide	QX286	mean.TOF	0.56829750219152
arsenictrioxide	QX407	mean.TOF	17.5586682055531
arsenictrioxide	QX454	mean.TOF	-24.2255589031128
arsenictrioxide	QX495	norm.n	-20.2260477808535
arsenictrioxide	QX323	norm.n	-24.2731908021024
arsenictrioxide	QX286	norm.n	8.28322803660796
arsenictrioxide	QX407	norm.n	12.1951465687966
arsenictrioxide	QX454	norm.n	-63.4664578536857
arsenictrioxide	QX450	mean.norm.EXT	-0.177989330890538
arsenictrioxide	QX542	mean.norm.EXT	-0.0218064721497253
arsenictrioxide	QX556	mean.norm.EXT	0.110587934922717
arsenictrioxide	QX312	mean.norm.EXT	-0.192754807470488
arsenictrioxide	QX598	mean.norm.EXT	0.125683056480445
arsenictrioxide	QX331	mean.norm.EXT	0.0171091056466891
arsenictrioxide	QX450	mean.norm.yellow	-0.133102131731218
arsenictrioxide	QX542	mean.norm.yellow	-0.017495836654886
arsenictrioxide	QX556	mean.norm.yellow	0.0958504091754349
arsenictrioxide	QX312	mean.norm.yellow	-0.114388452891172
arsenictrioxide	QX598	mean.norm.yellow	0.0324509803136669
arsenictrioxide	QX331	mean.norm.yellow	0.0146973135469515
arsenictrioxide	QX450	mean.TOF	3.50063875109182
arsenictrioxide	QX542	mean.TOF	1.33824444450867
arsenictrioxide	QX556	mean.TOF	25.5288392237653
arsenictrioxide	QX312	mean.TOF	-55.8542595510784
arsenictrioxide	QX598	mean.TOF	5.42475652113384
arsenictrioxide	QX331	mean.TOF	8.55764912748892
arsenictrioxide	QX450	norm.n	-25.4482230871804
arsenictrioxide	QX542	norm.n	18.2370421523298
arsenictrioxide	QX556	norm.n	24.5042889952632
arsenictrioxide	QX312	norm.n	-52.8368303260623
arsenictrioxide	QX598	norm.n	25.1954303927299
arsenictrioxide	QX331	norm.n	21.8522381541045
arsenictrioxide	QX280	mean.norm.EXT	-0.134941007919556
arsenictrioxide	QX392	mean.norm.EXT	0.137445077587521
arsenictrioxide	QX412	mean.norm.EXT	0.260062357742993
arsenictrioxide	QX390	mean.norm.EXT	0.113025278207476
arsenictrioxide	QX280	mean.norm.yellow	-0.0450839128750776
arsenictrioxide	QX392	mean.norm.yellow	0.039233445943219
arsenictrioxide	QX412	mean.norm.yellow	0.165133197548709
arsenictrioxide	QX390	mean.norm.yellow	0.0639691821589631
arsenictrioxide	QX280	mean.TOF	-6.01676320458176
arsenictrioxide	QX392	mean.TOF	24.3635980535368
arsenictrioxide	QX412	mean.TOF	57.5947203718935
arsenictrioxide	QX390	mean.TOF	28.2382392810238
arsenictrioxide	QX280	norm.n	15.6423785942
arsenictrioxide	QX392	norm.n	-12.635554223263
arsenictrioxide	QX412	norm.n	16.7298079582111
arsenictrioxide	QX390	norm.n	2.42731622400315
arsenictrioxide	QX368	mean.norm.EXT	0.297678832995827
arsenictrioxide	QX354	mean.norm.EXT	-0.246624707084826
arsenictrioxide	QX460	mean.norm.EXT	0.156378016958958
arsenictrioxide	QX396	mean.norm.EXT	0.219053625309924
arsenictrioxide	QX400	mean.norm.EXT	-0.485534953768884
arsenictrioxide	QX356	mean.norm.EXT	-0.00755280849884673
arsenictrioxide	QX366	mean.norm.EXT	0.125063327633602
arsenictrioxide	QX527	mean.norm.EXT	-0.15401657385815
arsenictrioxide	QX294	mean.norm.EXT	-0.0483549884872019
arsenictrioxide	QX368	mean.norm.yellow	0.174741307971073
arsenictrioxide	QX354	mean.norm.yellow	-0.163546763735287
arsenictrioxide	QX460	mean.norm.yellow	0.0888539682411123
arsenictrioxide	QX396	mean.norm.yellow	0.170566570503395
arsenictrioxide	QX400	mean.norm.yellow	-0.177444263465225
arsenictrioxide	QX356	mean.norm.yellow	0.018598462255022
arsenictrioxide	QX366	mean.norm.yellow	0.220425600171098
arsenictrioxide	QX527	mean.norm.yellow	-0.101090781566758
arsenictrioxide	QX294	mean.norm.yellow	0.0299547137785106
arsenictrioxide	QX368	mean.TOF	27.6166945714379
arsenictrioxide	QX354	mean.TOF	-13.6525205023855
arsenictrioxide	QX460	mean.TOF	-0.343904427362743
arsenictrioxide	QX396	mean.TOF	6.40971590395282
arsenictrioxide	QX400	mean.TOF	-48.201587684894
arsenictrioxide	QX356	mean.TOF	6.87355201201647
arsenictrioxide	QX366	mean.TOF	27.4439145559714
arsenictrioxide	QX527	mean.TOF	-25.9345179504201
arsenictrioxide	QX294	mean.TOF	-6.2377500343984
arsenictrioxide	QX368	norm.n	-16.8067557428033
arsenictrioxide	QX354	norm.n	-19.3324220835105
arsenictrioxide	QX460	norm.n	-45.5603466674834
arsenictrioxide	QX396	norm.n	21.5958032208178
arsenictrioxide	QX400	norm.n	-7.78517106095299
arsenictrioxide	QX356	norm.n	-12.4123067154202
arsenictrioxide	QX366	norm.n	38.5990858050646
arsenictrioxide	QX527	norm.n	-6.28979036976021
arsenictrioxide	QX294	norm.n	-5.38035723700214
arsenictrioxide	QX265	mean.norm.EXT	-0.0392660775606126
arsenictrioxide	QX324	mean.norm.EXT	0.255991138016955
arsenictrioxide	QX268	mean.norm.EXT	-0.0139884274185986
arsenictrioxide	QX387	mean.norm.EXT	0.035865765373747
arsenictrioxide	QX263	mean.norm.EXT	0.0623952693376675
arsenictrioxide	QX329	mean.norm.EXT	0.0987044139128689
arsenictrioxide	QX265	mean.norm.yellow	-0.124305422164673
arsenictrioxide	QX324	mean.norm.yellow	0.245129454528795
arsenictrioxide	QX268	mean.norm.yellow	-0.022057660111559
arsenictrioxide	QX387	mean.norm.yellow	-0.0299248290849993
arsenictrioxide	QX263	mean.norm.yellow	-0.0161447751429352
arsenictrioxide	QX329	mean.norm.yellow	-0.00878201126048975
arsenictrioxide	QX265	mean.TOF	-8.55066478999004
arsenictrioxide	QX324	mean.TOF	24.8656330342565
arsenictrioxide	QX268	mean.TOF	-0.660442985738453
arsenictrioxide	QX387	mean.TOF	4.61168736238304
arsenictrioxide	QX263	mean.TOF	-8.1732976523857
arsenictrioxide	QX329	mean.TOF	46.7727009194422
arsenictrioxide	QX265	norm.n	-45.9331600257372
arsenictrioxide	QX324	norm.n	56.4714510887811
arsenictrioxide	QX268	norm.n	35.6206735007931
arsenictrioxide	QX387	norm.n	15.1812969289603
arsenictrioxide	QX263	norm.n	11.8011293373847
arsenictrioxide	QX329	norm.n	-1.09675427093213
arsenictrioxide	QX381	mean.norm.EXT	-0.124976118879794
arsenictrioxide	QX282	mean.norm.EXT	0.0456481737305927
arsenictrioxide	QX457	mean.norm.EXT	-0.0512306782146923
arsenictrioxide	QX564	mean.norm.EXT	-0.177146282216053
arsenictrioxide	QX478	mean.norm.EXT	0.0591547567081664
arsenictrioxide	QX346	mean.norm.EXT	-0.230436010349979
arsenictrioxide	QX381	mean.norm.yellow	-0.0543514185678058
arsenictrioxide	QX282	mean.norm.yellow	0.047534167914663
arsenictrioxide	QX457	mean.norm.yellow	-0.0401956811062191
arsenictrioxide	QX564	mean.norm.yellow	-0.0891379988658088
arsenictrioxide	QX478	mean.norm.yellow	-0.0361536563295327
arsenictrioxide	QX346	mean.norm.yellow	-0.14680798628488
arsenictrioxide	QX381	mean.TOF	-3.84696598342017
arsenictrioxide	QX282	mean.TOF	5.7180332996209
arsenictrioxide	QX457	mean.TOF	4.34614693626489
arsenictrioxide	QX564	mean.TOF	-16.5000552258803
arsenictrioxide	QX478	mean.TOF	3.36464118279523
arsenictrioxide	QX346	mean.TOF	-10.8282819494316
arsenictrioxide	QX381	norm.n	-4.72505439708674
arsenictrioxide	QX282	norm.n	1.56726571016287
arsenictrioxide	QX457	norm.n	40.3536633175777
arsenictrioxide	QX564	norm.n	3.30353852463644
arsenictrioxide	QX478	norm.n	-30.3681496143696
arsenictrioxide	QX346	norm.n	-9.95234750579887
arsenictrioxide	QX281	mean.norm.EXT	-0.479197287530684
arsenictrioxide	QX300	mean.norm.EXT	0.143920661276184
arsenictrioxide	QX281	mean.norm.yellow	-0.140901809095084
arsenictrioxide	QX300	mean.norm.yellow	0.00663469574940067
arsenictrioxide	QX281	mean.TOF	-58.0955795042489
arsenictrioxide	QX300	mean.TOF	25.8583504776194
arsenictrioxide	QX281	norm.n	-12.9553217406935
arsenictrioxide	QX300	norm.n	-49.9316486358989
arsenictrioxide	QX353	mean.norm.EXT	0.189212992709884
arsenictrioxide	QX572	mean.norm.EXT	-0.0229980018509159
arsenictrioxide	QX391	mean.norm.EXT	0.14411004085856
arsenictrioxide	QX379	mean.norm.EXT	0.127723613841418
arsenictrioxide	QX583	mean.norm.EXT	0.0104029999078675
arsenictrioxide	QX501	mean.norm.EXT	-0.24252071816039
