Strain	Condition	u_id	Trait	Value
ECA590	arsenic	ECA590_arsenic_12_E_8	PC2	0.598189286847953
ECA590	arsenic	ECA590_arsenic_12_F_8	PC2	0.316025917089331
ECA590	arsenic	ECA590_arsenic_12_G_8	PC2	-0.246259175569499
ECA591	arsenic	ECA591_arsenic_2_A_9	PC2	0.97243606213467
ECA591	arsenic	ECA591_arsenic_2_B_9	PC2	0.042331001388159
ECA591	arsenic	ECA591_arsenic_2_C_9	PC2	-0.299858358626558
ECA591	arsenic	ECA591_arsenic_2_D_9	PC2	0.648702067644414
ECA591	arsenic	ECA591_arsenic_2_E_9	PC2	0.335425211562286
ECA591	arsenic	ECA591_arsenic_2_F_9	PC2	0.177321113502165
ECA591	arsenic	ECA591_arsenic_2_G_9	PC2	0.445599493067842
ECA591	arsenic	ECA591_arsenic_4_A_9	PC2	-0.090719720222079
ECA591	arsenic	ECA591_arsenic_4_B_9	PC2	0.0882201285603488
ECA591	arsenic	ECA591_arsenic_4_C_9	PC2	0.0992506828237242
ECA591	arsenic	ECA591_arsenic_4_D_9	PC2	1.53946277427227
ECA591	arsenic	ECA591_arsenic_4_E_9	PC2	0.217057869004722
ECA591	arsenic	ECA591_arsenic_4_F_9	PC2	-0.21271826109236
ECA591	arsenic	ECA591_arsenic_4_G_9	PC2	0.321722889589147
ECA591	arsenic	ECA591_arsenic_6_A_9	PC2	0.29734636879546
ECA591	arsenic	ECA591_arsenic_6_B_9	PC2	1.10243002688686
ECA591	arsenic	ECA591_arsenic_6_C_9	PC2	0.0268445500298449
ECA591	arsenic	ECA591_arsenic_6_D_9	PC2	0.0927733103005983
ECA591	arsenic	ECA591_arsenic_6_E_9	PC2	0.0613272500018934
ECA591	arsenic	ECA591_arsenic_6_F_9	PC2	0.370284913433744
ECA591	arsenic	ECA591_arsenic_6_G_9	PC2	0.194050729073501
ECA591	arsenic	ECA591_arsenic_8_A_9	PC2	1.33379581632445
ECA591	arsenic	ECA591_arsenic_8_B_9	PC2	1.3673781992309
ECA591	arsenic	ECA591_arsenic_8_C_9	PC2	1.78810981967568
ECA591	arsenic	ECA591_arsenic_8_D_9	PC2	0.802609370712309
ECA591	arsenic	ECA591_arsenic_8_E_9	PC2	-0.0521684921620902
ECA591	arsenic	ECA591_arsenic_8_F_9	PC2	1.64734233083544
ECA591	arsenic	ECA591_arsenic_8_G_9	PC2	2.48308589915537
ECA591	arsenic	ECA591_arsenic_10_A_9	PC2	0.367754175642946
ECA591	arsenic	ECA591_arsenic_10_B_9	PC2	0.398389608978173
ECA591	arsenic	ECA591_arsenic_10_C_9	PC2	0.0886228946324606
ECA591	arsenic	ECA591_arsenic_10_D_9	PC2	0.60036176353433
ECA591	arsenic	ECA591_arsenic_10_E_9	PC2	0.509989731520905
ECA591	arsenic	ECA591_arsenic_10_F_9	PC2	0.516621295728861
ECA591	arsenic	ECA591_arsenic_10_G_9	PC2	-0.196275176242129
ECA591	arsenic	ECA591_arsenic_12_A_9	PC2	0.604745634252379
ECA591	arsenic	ECA591_arsenic_12_B_9	PC2	1.22009351714868
ECA591	arsenic	ECA591_arsenic_12_C_9	PC2	0.265448129171811
ECA591	arsenic	ECA591_arsenic_12_D_9	PC2	0.644764057773304
ECA591	arsenic	ECA591_arsenic_12_E_9	PC2	0.292402588228427
ECA591	arsenic	ECA591_arsenic_12_F_9	PC2	0.894878236721651
ECA591	arsenic	ECA591_arsenic_12_G_9	PC2	1.19758396778439
N2	arsenic	N2_arsenic_2_A_1	PC2	-1.08222946771489
N2	arsenic	N2_arsenic_2_B_1	PC2	-1.25660239601131
N2	arsenic	N2_arsenic_2_C_1	PC2	-0.772608969210965
N2	arsenic	N2_arsenic_2_D_1	PC2	-0.481006362001637
N2	arsenic	N2_arsenic_2_E_1	PC2	-0.740074456802738
N2	arsenic	N2_arsenic_2_F_1	PC2	-0.786841474540213
N2	arsenic	N2_arsenic_2_G_1	PC2	-0.47080085417002
N2	arsenic	N2_arsenic_4_A_1	PC2	-1.11242872107213
N2	arsenic	N2_arsenic_4_B_1	PC2	-1.76031422548688
N2	arsenic	N2_arsenic_4_C_1	PC2	-1.39536324595086
N2	arsenic	N2_arsenic_4_D_1	PC2	-1.42754360474633
N2	arsenic	N2_arsenic_4_E_1	PC2	-1.48206866395949
N2	arsenic	N2_arsenic_4_F_1	PC2	-1.42175705343539
N2	arsenic	N2_arsenic_4_G_1	PC2	-0.543408674719377
N2	arsenic	N2_arsenic_6_A_1	PC2	-0.910638004184355
N2	arsenic	N2_arsenic_6_B_1	PC2	-1.10489340202335
N2	arsenic	N2_arsenic_6_C_1	PC2	-1.32023924417995
N2	arsenic	N2_arsenic_6_D_1	PC2	-1.52477535998828
N2	arsenic	N2_arsenic_6_E_1	PC2	-0.775959631181072
N2	arsenic	N2_arsenic_6_F_1	PC2	-0.417927983781459
N2	arsenic	N2_arsenic_6_G_1	PC2	-0.774722744428142
N2	arsenic	N2_arsenic_8_A_1	PC2	-0.726881460256306
N2	arsenic	N2_arsenic_8_B_1	PC2	-0.983564322786552
N2	arsenic	N2_arsenic_8_C_1	PC2	-0.238492493594204
N2	arsenic	N2_arsenic_8_D_1	PC2	-1.49486194673238
N2	arsenic	N2_arsenic_8_E_1	PC2	-1.3202211779029
N2	arsenic	N2_arsenic_8_F_1	PC2	-0.778499476473915
N2	arsenic	N2_arsenic_8_G_1	PC2	-0.968610108766143
N2	arsenic	N2_arsenic_10_A_1	PC2	-1.44225622285678
N2	arsenic	N2_arsenic_10_B_1	PC2	-1.42925277035211
N2	arsenic	N2_arsenic_10_C_1	PC2	-1.65824081486191
N2	arsenic	N2_arsenic_10_D_1	PC2	-1.2311244405583
N2	arsenic	N2_arsenic_10_E_1	PC2	-1.51483372133784
N2	arsenic	N2_arsenic_10_F_1	PC2	-0.666881150491972
N2	arsenic	N2_arsenic_10_G_1	PC2	-0.242702271565593
N2	arsenic	N2_arsenic_12_A_1	PC2	-0.320577948508101
N2	arsenic	N2_arsenic_12_B_1	PC2	-1.1368243607096
N2	arsenic	N2_arsenic_12_C_1	PC2	-1.27902449384164
N2	arsenic	N2_arsenic_12_D_1	PC2	0.195451785087379
N2	arsenic	N2_arsenic_12_E_1	PC2	0.808937121351383
N2	arsenic	N2_arsenic_12_F_1	PC2	-0.185460669333909
N2	arsenic	N2_arsenic_12_G_1	PC2	-0.241335954083407
