Strain	Condition	u_id	Trait	Value
CB4856	arsenic	CB4856_arsenic_12_D_2	mean.TOF	18.8421152897337
ECA414	arsenic	ECA414_arsenic_12_D_3	mean.TOF	21.0123259817898
ECA434	arsenic	ECA434_arsenic_12_D_4	mean.TOF	22.3321422900259
ECA581	arsenic	ECA581_arsenic_12_D_5	mean.TOF	24.1621409190328
ECA582	arsenic	ECA582_arsenic_12_D_6	mean.TOF	9.39397284281134
ECA589	arsenic	ECA589_arsenic_12_D_7	mean.TOF	-9.80119682219546
ECA590	arsenic	ECA590_arsenic_12_D_8	mean.TOF	-27.7426834236615
ECA591	arsenic	ECA591_arsenic_12_D_9	mean.TOF	-8.93844365394067
N2	arsenic	N2_arsenic_12_E_1	mean.TOF	-37.2273666965448
CB4856	arsenic	CB4856_arsenic_12_E_2	mean.TOF	25.9477967129334
ECA414	arsenic	ECA414_arsenic_12_E_3	mean.TOF	30.4937071006709
ECA434	arsenic	ECA434_arsenic_12_E_4	mean.TOF	42.0067850956256
ECA581	arsenic	ECA581_arsenic_12_E_5	mean.TOF	20.8633929076889
ECA582	arsenic	ECA582_arsenic_12_E_6	mean.TOF	16.4209052686742
ECA589	arsenic	ECA589_arsenic_12_E_7	mean.TOF	-23.9339529549516
ECA590	arsenic	ECA590_arsenic_12_E_8	mean.TOF	-13.0056979515066
ECA591	arsenic	ECA591_arsenic_12_E_9	mean.TOF	-25.8856658761629
N2	arsenic	N2_arsenic_12_F_1	mean.TOF	-30.5332126121468
CB4856	arsenic	CB4856_arsenic_12_F_2	mean.TOF	21.5153910233849
ECA414	arsenic	ECA414_arsenic_12_F_3	mean.TOF	26.0674295320857
ECA434	arsenic	ECA434_arsenic_12_F_4	mean.TOF	39.9718034718367
ECA581	arsenic	ECA581_arsenic_12_F_5	mean.TOF	0.474610179471361
ECA582	arsenic	ECA582_arsenic_12_F_6	mean.TOF	13.6462260142564
ECA589	arsenic	ECA589_arsenic_12_F_7	mean.TOF	-21.6742126952113
ECA590	arsenic	ECA590_arsenic_12_F_8	mean.TOF	-9.47271854352718
ECA591	arsenic	ECA591_arsenic_12_F_9	mean.TOF	3.89914138007292
N2	arsenic	N2_arsenic_12_G_1	mean.TOF	-34.2950915642697
CB4856	arsenic	CB4856_arsenic_12_G_2	mean.TOF	24.7014618829555
ECA414	arsenic	ECA414_arsenic_12_G_3	mean.TOF	32.9223167263394
ECA434	arsenic	ECA434_arsenic_12_G_4	mean.TOF	20.6394138219128
ECA581	arsenic	ECA581_arsenic_12_G_5	mean.TOF	11.4510197617092
ECA582	arsenic	ECA582_arsenic_12_G_6	mean.TOF	2.58166691437299
ECA589	arsenic	ECA589_arsenic_12_G_7	mean.TOF	-9.05333357433224
ECA590	arsenic	ECA590_arsenic_12_G_8	mean.TOF	-15.2491190041382
ECA591	arsenic	ECA591_arsenic_12_G_9	mean.TOF	-9.69785225609123
N2	arsenic	N2_arsenic_2_A_1	mean.norm.EXT	-0.276305503331941
CB4856	arsenic	CB4856_arsenic_2_A_2	mean.norm.EXT	0.0324309057879479
ECA414	arsenic	ECA414_arsenic_2_A_3	mean.norm.EXT	0.0445557717391513
ECA434	arsenic	ECA434_arsenic_2_A_4	mean.norm.EXT	0.0987640201562798
ECA581	arsenic	ECA581_arsenic_2_A_5	mean.norm.EXT	-0.0160130421317171
ECA582	arsenic	ECA582_arsenic_2_A_6	mean.norm.EXT	0.139007089355677
ECA589	arsenic	ECA589_arsenic_2_A_7	mean.norm.EXT	-0.114960609153389
ECA590	arsenic	ECA590_arsenic_2_A_8	mean.norm.EXT	-0.158852580991847
ECA591	arsenic	ECA591_arsenic_2_A_9	mean.norm.EXT	-0.0249735669478015
N2	arsenic	N2_arsenic_2_B_1	mean.norm.EXT	-0.29869166477258
CB4856	arsenic	CB4856_arsenic_2_B_2	mean.norm.EXT	0.267696660958005
ECA414	arsenic	ECA414_arsenic_2_B_3	mean.norm.EXT	0.0913547569702271
ECA434	arsenic	ECA434_arsenic_2_B_4	mean.norm.EXT	0.152636540234108
ECA581	arsenic	ECA581_arsenic_2_B_5	mean.norm.EXT	0.148969342863279
ECA582	arsenic	ECA582_arsenic_2_B_6	mean.norm.EXT	0.0262988070927905
ECA589	arsenic	ECA589_arsenic_2_B_7	mean.norm.EXT	-0.0496050896821965
ECA590	arsenic	ECA590_arsenic_2_B_8	mean.norm.EXT	-0.0262166048926371
ECA591	arsenic	ECA591_arsenic_2_B_9	mean.norm.EXT	-0.20507059175784
N2	arsenic	N2_arsenic_2_C_1	mean.norm.EXT	-0.236069930735965
CB4856	arsenic	CB4856_arsenic_2_C_2	mean.norm.EXT	0.243355488980492
ECA414	arsenic	ECA414_arsenic_2_C_3	mean.norm.EXT	0.155260237152614
ECA434	arsenic	ECA434_arsenic_2_C_4	mean.norm.EXT	0.140852309790069
ECA581	arsenic	ECA581_arsenic_2_C_5	mean.norm.EXT	0.141141036407454
ECA582	arsenic	ECA582_arsenic_2_C_6	mean.norm.EXT	0.0478237839029715
ECA589	arsenic	ECA589_arsenic_2_C_7	mean.norm.EXT	-0.243265991004601
ECA590	arsenic	ECA590_arsenic_2_C_8	mean.norm.EXT	-0.125784219672585
ECA591	arsenic	ECA591_arsenic_2_C_9	mean.norm.EXT	-0.210064944451144
N2	arsenic	N2_arsenic_2_D_1	mean.norm.EXT	-0.189459283659688
CB4856	arsenic	CB4856_arsenic_2_D_2	mean.norm.EXT	0.259146785642392
ECA414	arsenic	ECA414_arsenic_2_D_3	mean.norm.EXT	0.133868913569447
ECA434	arsenic	ECA434_arsenic_2_D_4	mean.norm.EXT	0.12683916453694
ECA581	arsenic	ECA581_arsenic_2_D_5	mean.norm.EXT	0.161918241218235
ECA582	arsenic	ECA582_arsenic_2_D_6	mean.norm.EXT	0.0652531859425966
ECA589	arsenic	ECA589_arsenic_2_D_7	mean.norm.EXT	-0.206141588189576
ECA590	arsenic	ECA590_arsenic_2_D_8	mean.norm.EXT	-0.261732791545853
ECA591	arsenic	ECA591_arsenic_2_D_9	mean.norm.EXT	-0.040620544344892
N2	arsenic	N2_arsenic_2_E_1	mean.norm.EXT	-0.301930407750027
CB4856	arsenic	CB4856_arsenic_2_E_2	mean.norm.EXT	0.299738962711824
ECA414	arsenic	ECA414_arsenic_2_E_3	mean.norm.EXT	0.0234420185701991
ECA434	arsenic	ECA434_arsenic_2_E_4	mean.norm.EXT	0.173369569818711
ECA581	arsenic	ECA581_arsenic_2_E_5	mean.norm.EXT	0.186648153291096
ECA582	arsenic	ECA582_arsenic_2_E_6	mean.norm.EXT	-0.00198298849498254
ECA589	arsenic	ECA589_arsenic_2_E_7	mean.norm.EXT	-0.176723430859254
ECA590	arsenic	ECA590_arsenic_2_E_8	mean.norm.EXT	-0.0936340463955789
ECA591	arsenic	ECA591_arsenic_2_E_9	mean.norm.EXT	-0.171580845371165
N2	arsenic	N2_arsenic_2_F_1	mean.norm.EXT	-0.30825390256396
CB4856	arsenic	CB4856_arsenic_2_F_2	mean.norm.EXT	0.30628927657518
ECA414	arsenic	ECA414_arsenic_2_F_3	mean.norm.EXT	0.1736362431947
ECA434	arsenic	ECA434_arsenic_2_F_4	mean.norm.EXT	0.0536590022819514
ECA581	arsenic	ECA581_arsenic_2_F_5	mean.norm.EXT	-0.0106323370152797
ECA582	arsenic	ECA582_arsenic_2_F_6	mean.norm.EXT	-0.0169785753123114
ECA589	arsenic	ECA589_arsenic_2_F_7	mean.norm.EXT	-0.198804080344406
ECA590	arsenic	ECA590_arsenic_2_F_8	mean.norm.EXT	-0.00255226367193748
ECA591	arsenic	ECA591_arsenic_2_F_9	mean.norm.EXT	-0.122788199509689
N2	arsenic	N2_arsenic_2_G_1	mean.norm.EXT	-0.370356475044585
CB4856	arsenic	CB4856_arsenic_2_G_2	mean.norm.EXT	0.234787324086123
ECA414	arsenic	ECA414_arsenic_2_G_3	mean.norm.EXT	0.0903632492110648
ECA434	arsenic	ECA434_arsenic_2_G_4	mean.norm.EXT	-0.0143481996847186
ECA581	arsenic	ECA581_arsenic_2_G_5	mean.norm.EXT	0.0688474418412253
ECA582	arsenic	ECA582_arsenic_2_G_6	mean.norm.EXT	0.0138984816443197
ECA589	arsenic	ECA589_arsenic_2_G_7	mean.norm.EXT	-0.183759170985791
ECA590	arsenic	ECA590_arsenic_2_G_8	mean.norm.EXT	-0.202330234259332
ECA591	arsenic	ECA591_arsenic_2_G_9	mean.norm.EXT	-0.173638527543943
N2	arsenic	N2_arsenic_4_A_1	mean.norm.EXT	-0.293629293686158
CB4856	arsenic	CB4856_arsenic_4_A_2	mean.norm.EXT	0.182709286721379
ECA414	arsenic	ECA414_arsenic_4_A_3	mean.norm.EXT	0.0979723051451166
ECA434	arsenic	ECA434_arsenic_4_A_4	mean.norm.EXT	0.303481236018108
ECA581	arsenic	ECA581_arsenic_4_A_5	mean.norm.EXT	0.145456934643128
ECA582	arsenic	ECA582_arsenic_4_A_6	mean.norm.EXT	0.204053665776173
ECA589	arsenic	ECA589_arsenic_4_A_7	mean.norm.EXT	0.0833147941684215
ECA590	arsenic	ECA590_arsenic_4_A_8	mean.norm.EXT	-0.179094180729534
ECA591	arsenic	ECA591_arsenic_4_A_9	mean.norm.EXT	-0.155935761337785
N2	arsenic	N2_arsenic_4_B_1	mean.norm.EXT	-0.210628181463964
CB4856	arsenic	CB4856_arsenic_4_B_2	mean.norm.EXT	0.257461543510665
ECA414	arsenic	ECA414_arsenic_4_B_3	mean.norm.EXT	0.0170450987804764
ECA434	arsenic	ECA434_arsenic_4_B_4	mean.norm.EXT	0.058818503132046
ECA581	arsenic	ECA581_arsenic_4_B_5	mean.norm.EXT	-0.140673673994773
ECA582	arsenic	ECA582_arsenic_4_B_6	mean.norm.EXT	0.145364428748111
ECA589	arsenic	ECA589_arsenic_4_B_7	mean.norm.EXT	-0.112677300827034
ECA590	arsenic	ECA590_arsenic_4_B_8	mean.norm.EXT	-0.134060432979012
ECA591	arsenic	ECA591_arsenic_4_B_9	mean.norm.EXT	-0.180477835218059
N2	arsenic	N2_arsenic_4_C_1	mean.norm.EXT	-0.263320508547234
CB4856	arsenic	CB4856_arsenic_4_C_2	mean.norm.EXT	0.202975682221311
ECA414	arsenic	ECA414_arsenic_4_C_3	mean.norm.EXT	0.168888602582634
ECA434	arsenic	ECA434_arsenic_4_C_4	mean.norm.EXT	0.111379105767292
ECA581	arsenic	ECA581_arsenic_4_C_5	mean.norm.EXT	0.106240398530664
ECA582	arsenic	ECA582_arsenic_4_C_6	mean.norm.EXT	0.0368351086522933
ECA589	arsenic	ECA589_arsenic_4_C_7	mean.norm.EXT	-0.168385918806142
ECA590	arsenic	ECA590_arsenic_4_C_8	mean.norm.EXT	-0.191988429749447
ECA591	arsenic	ECA591_arsenic_4_C_9	mean.norm.EXT	-0.147180745214763
N2	arsenic	N2_arsenic_4_D_1	mean.norm.EXT	-0.307861941819824
CB4856	arsenic	CB4856_arsenic_4_D_2	mean.norm.EXT	0.193542784086854
ECA414	arsenic	ECA414_arsenic_4_D_3	mean.norm.EXT	0.0994251587297956
ECA434	arsenic	ECA434_arsenic_4_D_4	mean.norm.EXT	0.156330156932511
ECA581	arsenic	ECA581_arsenic_4_D_5	mean.norm.EXT	0.133353035820506
ECA582	arsenic	ECA582_arsenic_4_D_6	mean.norm.EXT	0.159044240019269
ECA589	arsenic	ECA589_arsenic_4_D_7	mean.norm.EXT	-0.151007818776779
ECA590	arsenic	ECA590_arsenic_4_D_8	mean.norm.EXT	-0.131320307374702
ECA591	arsenic	ECA591_arsenic_4_D_9	mean.norm.EXT	0.0462399558284696
N2	arsenic	N2_arsenic_4_E_1	mean.norm.EXT	-0.384040988807184
CB4856	arsenic	CB4856_arsenic_4_E_2	mean.norm.EXT	0.160195707762116
ECA414	arsenic	ECA414_arsenic_4_E_3	mean.norm.EXT	0.0201851329357387
ECA434	arsenic	ECA434_arsenic_4_E_4	mean.norm.EXT	0.0551612862473605
ECA581	arsenic	ECA581_arsenic_4_E_5	mean.norm.EXT	0.0717692362035673
ECA582	arsenic	ECA582_arsenic_4_E_6	mean.norm.EXT	0.10289756690584
ECA589	arsenic	ECA589_arsenic_4_E_7	mean.norm.EXT	-0.134088503944808
ECA590	arsenic	ECA590_arsenic_4_E_8	mean.norm.EXT	-0.107798961447755
ECA591	arsenic	ECA591_arsenic_4_E_9	mean.norm.EXT	-0.151496481118574
N2	arsenic	N2_arsenic_4_F_1	mean.norm.EXT	-0.269519463334372
CB4856	arsenic	CB4856_arsenic_4_F_2	mean.norm.EXT	0.241963776489852
ECA414	arsenic	ECA414_arsenic_4_F_3	mean.norm.EXT	0.22023432775416
ECA434	arsenic	ECA434_arsenic_4_F_4	mean.norm.EXT	0.091321223916831
ECA582	arsenic	ECA582_arsenic_4_F_6	mean.norm.EXT	-0.0647171113025669
ECA589	arsenic	ECA589_arsenic_4_F_7	mean.norm.EXT	-0.198156358098199
ECA590	arsenic	ECA590_arsenic_4_F_8	mean.norm.EXT	-0.0752676205457523
ECA591	arsenic	ECA591_arsenic_4_F_9	mean.norm.EXT	-0.210775740154813
N2	arsenic	N2_arsenic_4_G_1	mean.norm.EXT	-0.257794548683086
CB4856	arsenic	CB4856_arsenic_4_G_2	mean.norm.EXT	0.202702182836275
ECA414	arsenic	ECA414_arsenic_4_G_3	mean.norm.EXT	0.0235252189058521
ECA434	arsenic	ECA434_arsenic_4_G_4	mean.norm.EXT	0.209577695224768
ECA581	arsenic	ECA581_arsenic_4_G_5	mean.norm.EXT	0.172026273845012
ECA582	arsenic	ECA582_arsenic_4_G_6	mean.norm.EXT	0.0216655835951599
ECA589	arsenic	ECA589_arsenic_4_G_7	mean.norm.EXT	-0.0237250710432767
ECA590	arsenic	ECA590_arsenic_4_G_8	mean.norm.EXT	-0.194991938399852
ECA591	arsenic	ECA591_arsenic_4_G_9	mean.norm.EXT	-0.0686644700476611
N2	arsenic	N2_arsenic_6_A_1	mean.norm.EXT	-0.258488706391649
CB4856	arsenic	CB4856_arsenic_6_A_2	mean.norm.EXT	0.245356864339692
ECA414	arsenic	ECA414_arsenic_6_A_3	mean.norm.EXT	0.100441231538431
ECA434	arsenic	ECA434_arsenic_6_A_4	mean.norm.EXT	0.0444054356691101
ECA581	arsenic	ECA581_arsenic_6_A_5	mean.norm.EXT	0.0365130224542927
ECA582	arsenic	ECA582_arsenic_6_A_6	mean.norm.EXT	0.154771760412742
ECA589	arsenic	ECA589_arsenic_6_A_7	mean.norm.EXT	-0.0750033275986349
ECA590	arsenic	ECA590_arsenic_6_A_8	mean.norm.EXT	-0.09238730458206
ECA591	arsenic	ECA591_arsenic_6_A_9	mean.norm.EXT	-0.122716145705321
N2	arsenic	N2_arsenic_6_B_1	mean.norm.EXT	-0.22656531972337
CB4856	arsenic	CB4856_arsenic_6_B_2	mean.norm.EXT	0.222537796655179
ECA414	arsenic	ECA414_arsenic_6_B_3	mean.norm.EXT	0.205004395113281
ECA434	arsenic	ECA434_arsenic_6_B_4	mean.norm.EXT	0.0819269663000104
ECA581	arsenic	ECA581_arsenic_6_B_5	mean.norm.EXT	0.0953268292595866
ECA582	arsenic	ECA582_arsenic_6_B_6	mean.norm.EXT	0.145541838679869
ECA589	arsenic	ECA589_arsenic_6_B_7	mean.norm.EXT	0.00330804564796409
ECA590	arsenic	ECA590_arsenic_6_B_8	mean.norm.EXT	-0.166501932658235
ECA591	arsenic	ECA591_arsenic_6_B_9	mean.norm.EXT	-0.0287103381766345
N2	arsenic	N2_arsenic_6_C_1	mean.norm.EXT	-0.256894100697483
CB4856	arsenic	CB4856_arsenic_6_C_2	mean.norm.EXT	0.274921459812817
ECA414	arsenic	ECA414_arsenic_6_C_3	mean.norm.EXT	0.169904310903785
ECA434	arsenic	ECA434_arsenic_6_C_4	mean.norm.EXT	0.124527011481781
ECA581	arsenic	ECA581_arsenic_6_C_5	mean.norm.EXT	0.182315607212293
ECA582	arsenic	ECA582_arsenic_6_C_6	mean.norm.EXT	0.0305023210296184
ECA589	arsenic	ECA589_arsenic_6_C_7	mean.norm.EXT	-0.168140545346518
ECA590	arsenic	ECA590_arsenic_6_C_8	mean.norm.EXT	-0.10725663266172
ECA591	arsenic	ECA591_arsenic_6_C_9	mean.norm.EXT	-0.206863278181122
N2	arsenic	N2_arsenic_6_D_1	mean.norm.EXT	-0.252242716014835
CB4856	arsenic	CB4856_arsenic_6_D_2	mean.norm.EXT	0.0990704578724574
ECA414	arsenic	ECA414_arsenic_6_D_3	mean.norm.EXT	0.139789632626192
ECA434	arsenic	ECA434_arsenic_6_D_4	mean.norm.EXT	0.0895231545546491
ECA581	arsenic	ECA581_arsenic_6_D_5	mean.norm.EXT	0.00164144696478785
ECA582	arsenic	ECA582_arsenic_6_D_6	mean.norm.EXT	0.0993564629421596
ECA589	arsenic	ECA589_arsenic_6_D_7	mean.norm.EXT	-0.13612891201139
ECA590	arsenic	ECA590_arsenic_6_D_8	mean.norm.EXT	-0.179850522336748
ECA591	arsenic	ECA591_arsenic_6_D_9	mean.norm.EXT	-0.186857702240914
N2	arsenic	N2_arsenic_6_E_1	mean.norm.EXT	-0.234177183017985
CB4856	arsenic	CB4856_arsenic_6_E_2	mean.norm.EXT	0.263677311778863
ECA414	arsenic	ECA414_arsenic_6_E_3	mean.norm.EXT	0.0758362348916166
ECA434	arsenic	ECA434_arsenic_6_E_4	mean.norm.EXT	0.0506167785686804
ECA581	arsenic	ECA581_arsenic_6_E_5	mean.norm.EXT	-0.0098053105491851
ECA582	arsenic	ECA582_arsenic_6_E_6	mean.norm.EXT	0.0422599939330767
ECA589	arsenic	ECA589_arsenic_6_E_7	mean.norm.EXT	-0.110312411000985
ECA590	arsenic	ECA590_arsenic_6_E_8	mean.norm.EXT	-0.188135360456891
ECA591	arsenic	ECA591_arsenic_6_E_9	mean.norm.EXT	-0.247317214024484
N2	arsenic	N2_arsenic_6_F_1	mean.norm.EXT	-0.355504830558153
CB4856	arsenic	CB4856_arsenic_6_F_2	mean.norm.EXT	0.28584063524981
ECA414	arsenic	ECA414_arsenic_6_F_3	mean.norm.EXT	0.0306253080625005
ECA434	arsenic	ECA434_arsenic_6_F_4	mean.norm.EXT	0.034579666027577
ECA581	arsenic	ECA581_arsenic_6_F_5	mean.norm.EXT	-0.0844016994698942
ECA582	arsenic	ECA582_arsenic_6_F_6	mean.norm.EXT	0.118921824102005
ECA589	arsenic	ECA589_arsenic_6_F_7	mean.norm.EXT	-0.0560781404128069
ECA590	arsenic	ECA590_arsenic_6_F_8	mean.norm.EXT	-0.109047766403427
ECA591	arsenic	ECA591_arsenic_6_F_9	mean.norm.EXT	-0.125572728743445
N2	arsenic	N2_arsenic_6_G_1	mean.norm.EXT	-0.339737580326697
CB4856	arsenic	CB4856_arsenic_6_G_2	mean.norm.EXT	0.270853572650318
ECA414	arsenic	ECA414_arsenic_6_G_3	mean.norm.EXT	0.00941058506083032
ECA434	arsenic	ECA434_arsenic_6_G_4	mean.norm.EXT	0.0201569963011685
ECA581	arsenic	ECA581_arsenic_6_G_5	mean.norm.EXT	0.0569984049493653
ECA582	arsenic	ECA582_arsenic_6_G_6	mean.norm.EXT	0.160079907920726
ECA589	arsenic	ECA589_arsenic_6_G_7	mean.norm.EXT	-0.15996208676978
ECA590	arsenic	ECA590_arsenic_6_G_8	mean.norm.EXT	-0.0199130485919949
ECA591	arsenic	ECA591_arsenic_6_G_9	mean.norm.EXT	-0.249276792889533
N2	arsenic	N2_arsenic_8_A_1	mean.norm.EXT	-0.249548614245578
CB4856	arsenic	CB4856_arsenic_8_A_2	mean.norm.EXT	0.196946045346145
ECA414	arsenic	ECA414_arsenic_8_A_3	mean.norm.EXT	0.0464835827827791
ECA434	arsenic	ECA434_arsenic_8_A_4	mean.norm.EXT	0.221622302160462
ECA581	arsenic	ECA581_arsenic_8_A_5	mean.norm.EXT	0.170370586014414
ECA582	arsenic	ECA582_arsenic_8_A_6	mean.norm.EXT	0.104707287728673
ECA589	arsenic	ECA589_arsenic_8_A_7	mean.norm.EXT	0.00573097083184486
ECA590	arsenic	ECA590_arsenic_8_A_8	mean.norm.EXT	-0.00698152245250313
ECA591	arsenic	ECA591_arsenic_8_A_9	mean.norm.EXT	0.00513792342413108
N2	arsenic	N2_arsenic_8_B_1	mean.norm.EXT	-0.280808429820133
CB4856	arsenic	CB4856_arsenic_8_B_2	mean.norm.EXT	0.193864220782711
ECA414	arsenic	ECA414_arsenic_8_B_3	mean.norm.EXT	0.229589402724743
ECA434	arsenic	ECA434_arsenic_8_B_4	mean.norm.EXT	0.127979296932944
ECA581	arsenic	ECA581_arsenic_8_B_5	mean.norm.EXT	0.235040574782441
ECA582	arsenic	ECA582_arsenic_8_B_6	mean.norm.EXT	0.162415323443791
ECA589	arsenic	ECA589_arsenic_8_B_7	mean.norm.EXT	-0.0129217782561915
ECA590	arsenic	ECA590_arsenic_8_B_8	mean.norm.EXT	0.00766344504743513
ECA591	arsenic	ECA591_arsenic_8_B_9	mean.norm.EXT	-0.14456355780145
N2	arsenic	N2_arsenic_8_C_1	mean.norm.EXT	-0.237732622715918
CB4856	arsenic	CB4856_arsenic_8_C_2	mean.norm.EXT	0.210791311641899
ECA414	arsenic	ECA414_arsenic_8_C_3	mean.norm.EXT	0.0782627287032271
ECA434	arsenic	ECA434_arsenic_8_C_4	mean.norm.EXT	0.053299562636987
ECA581	arsenic	ECA581_arsenic_8_C_5	mean.norm.EXT	0.121982920300666
ECA582	arsenic	ECA582_arsenic_8_C_6	mean.norm.EXT	0.133354607414253
ECA589	arsenic	ECA589_arsenic_8_C_7	mean.norm.EXT	-0.178724690388149
ECA590	arsenic	ECA590_arsenic_8_C_8	mean.norm.EXT	-0.0652587840668834
ECA591	arsenic	ECA591_arsenic_8_C_9	mean.norm.EXT	-0.0585874845363759
N2	arsenic	N2_arsenic_8_D_1	mean.norm.EXT	-0.342830315778435
CB4856	arsenic	CB4856_arsenic_8_D_2	mean.norm.EXT	0.230161421244387
ECA414	arsenic	ECA414_arsenic_8_D_3	mean.norm.EXT	0.104965045024912
ECA434	arsenic	ECA434_arsenic_8_D_4	mean.norm.EXT	0.154481776577652
ECA581	arsenic	ECA581_arsenic_8_D_5	mean.norm.EXT	0.225255927858213
ECA582	arsenic	ECA582_arsenic_8_D_6	mean.norm.EXT	0.153834274824341
ECA589	arsenic	ECA589_arsenic_8_D_7	mean.norm.EXT	-0.213415453097063
ECA590	arsenic	ECA590_arsenic_8_D_8	mean.norm.EXT	-0.103490234989841
ECA591	arsenic	ECA591_arsenic_8_D_9	mean.norm.EXT	-0.0481715026829712
N2	arsenic	N2_arsenic_8_E_1	mean.norm.EXT	-0.294428845017947
CB4856	arsenic	CB4856_arsenic_8_E_2	mean.norm.EXT	0.305821603593184
ECA414	arsenic	ECA414_arsenic_8_E_3	mean.norm.EXT	0.190203412672451
ECA434	arsenic	ECA434_arsenic_8_E_4	mean.norm.EXT	0.101213207221172
ECA581	arsenic	ECA581_arsenic_8_E_5	mean.norm.EXT	0.178863457689739
ECA582	arsenic	ECA582_arsenic_8_E_6	mean.norm.EXT	0.0953131034681466
ECA590	arsenic	ECA590_arsenic_8_E_8	mean.norm.EXT	-0.109533735023579
ECA591	arsenic	ECA591_arsenic_8_E_9	mean.norm.EXT	-0.189493712141897
N2	arsenic	N2_arsenic_8_F_1	mean.norm.EXT	-0.281891906123169
CB4856	arsenic	CB4856_arsenic_8_F_2	mean.norm.EXT	0.209464656788955
ECA414	arsenic	ECA414_arsenic_8_F_3	mean.norm.EXT	0.0651700432418591
ECA434	arsenic	ECA434_arsenic_8_F_4	mean.norm.EXT	0.0583731700679004
ECA581	arsenic	ECA581_arsenic_8_F_5	mean.norm.EXT	0.074689977177272
ECA582	arsenic	ECA582_arsenic_8_F_6	mean.norm.EXT	0.133301479391859
ECA589	arsenic	ECA589_arsenic_8_F_7	mean.norm.EXT	0.057451842590445
ECA590	arsenic	ECA590_arsenic_8_F_8	mean.norm.EXT	-0.118919016528999
ECA591	arsenic	ECA591_arsenic_8_F_9	mean.norm.EXT	-0.114873055203079
N2	arsenic	N2_arsenic_8_G_1	mean.norm.EXT	-0.270664675981196
CB4856	arsenic	CB4856_arsenic_8_G_2	mean.norm.EXT	0.252794246739668
ECA414	arsenic	ECA414_arsenic_8_G_3	mean.norm.EXT	0.0724740021508589
ECA434	arsenic	ECA434_arsenic_8_G_4	mean.norm.EXT	0.116074659498966
ECA581	arsenic	ECA581_arsenic_8_G_5	mean.norm.EXT	0.234819505133535
ECA582	arsenic	ECA582_arsenic_8_G_6	mean.norm.EXT	0.050043390243793
ECA589	arsenic	ECA589_arsenic_8_G_7	mean.norm.EXT	-0.217272196603039
ECA590	arsenic	ECA590_arsenic_8_G_8	mean.norm.EXT	-0.0453717676994514
ECA591	arsenic	ECA591_arsenic_8_G_9	mean.norm.EXT	0.0750747552218684
N2	arsenic	N2_arsenic_10_A_1	mean.norm.EXT	-0.274322201117863
CB4856	arsenic	CB4856_arsenic_10_A_2	mean.norm.EXT	0.0872524954544018
ECA414	arsenic	ECA414_arsenic_10_A_3	mean.norm.EXT	0.136571519147606
ECA434	arsenic	ECA434_arsenic_10_A_4	mean.norm.EXT	-0.0162568462520885
ECA581	arsenic	ECA581_arsenic_10_A_5	mean.norm.EXT	-0.00284175844027112
ECA582	arsenic	ECA582_arsenic_10_A_6	mean.norm.EXT	-0.00923817668445345
ECA589	arsenic	ECA589_arsenic_10_A_7	mean.norm.EXT	-0.191557788834349
ECA590	arsenic	ECA590_arsenic_10_A_8	mean.norm.EXT	-0.215080618624947
ECA591	arsenic	ECA591_arsenic_10_A_9	mean.norm.EXT	-0.190448170624877
N2	arsenic	N2_arsenic_10_B_1	mean.norm.EXT	-0.272073173144892
CB4856	arsenic	CB4856_arsenic_10_B_2	mean.norm.EXT	0.206186396329337
ECA414	arsenic	ECA414_arsenic_10_B_3	mean.norm.EXT	-0.0251237710236778
ECA434	arsenic	ECA434_arsenic_10_B_4	mean.norm.EXT	0.0996624410297575
ECA581	arsenic	ECA581_arsenic_10_B_5	mean.norm.EXT	0.0889580467323816
ECA582	arsenic	ECA582_arsenic_10_B_6	mean.norm.EXT	-0.00711627044581194
ECA589	arsenic	ECA589_arsenic_10_B_7	mean.norm.EXT	-0.152633317014332
ECA590	arsenic	ECA590_arsenic_10_B_8	mean.norm.EXT	-0.0175064148846582
ECA591	arsenic	ECA591_arsenic_10_B_9	mean.norm.EXT	-0.0990257013585918
N2	arsenic	N2_arsenic_10_C_1	mean.norm.EXT	-0.197427224415109
CB4856	arsenic	CB4856_arsenic_10_C_2	mean.norm.EXT	0.219770959878597
ECA414	arsenic	ECA414_arsenic_10_C_3	mean.norm.EXT	0.139487226021417
ECA434	arsenic	ECA434_arsenic_10_C_4	mean.norm.EXT	0.125888313768185
ECA581	arsenic	ECA581_arsenic_10_C_5	mean.norm.EXT	0.16330975761461
ECA582	arsenic	ECA582_arsenic_10_C_6	mean.norm.EXT	-0.0299775024170255
ECA589	arsenic	ECA589_arsenic_10_C_7	mean.norm.EXT	-0.0752223143679674
ECA590	arsenic	ECA590_arsenic_10_C_8	mean.norm.EXT	-0.241331628186456
ECA591	arsenic	ECA591_arsenic_10_C_9	mean.norm.EXT	-0.182585600440382
N2	arsenic	N2_arsenic_10_D_1	mean.norm.EXT	-0.240253262651168
CB4856	arsenic	CB4856_arsenic_10_D_2	mean.norm.EXT	0.194787037119327
ECA414	arsenic	ECA414_arsenic_10_D_3	mean.norm.EXT	0.103040724738734
ECA434	arsenic	ECA434_arsenic_10_D_4	mean.norm.EXT	0.0636127642732307
ECA581	arsenic	ECA581_arsenic_10_D_5	mean.norm.EXT	0.0890923232958634
