trait	strain	value	trait_input
norm.n	EG4349	39.5196858126281	EXT_BROOD_TOF
norm.n	EG4724	28.0391701897576	EXT_BROOD_TOF
norm.n	EG4725	-28.7953732373406	EXT_BROOD_TOF
norm.n	EG4946	26.3425214794327	EXT_BROOD_TOF
norm.n	JT11398	38.3939963069884	EXT_BROOD_TOF
norm.n	JU1172	29.9747405352774	EXT_BROOD_TOF
norm.n	JU1200	-3.15676587764264	EXT_BROOD_TOF
norm.n	JU1212	-24.5514330078682	EXT_BROOD_TOF
norm.n	JU1213	2.38043975573813	EXT_BROOD_TOF
norm.n	JU1242	38.5958232274016	EXT_BROOD_TOF
norm.n	JU1246	9.97511534317291	EXT_BROOD_TOF
norm.n	JU1395	20.8814532608256	EXT_BROOD_TOF
norm.n	JU1409	16.6851423855298	EXT_BROOD_TOF
norm.n	JU1440	-7.16450552161246	EXT_BROOD_TOF
norm.n	JU1491	37.1472610820908	EXT_BROOD_TOF
norm.n	JU1530	23.1309095354155	EXT_BROOD_TOF
norm.n	JU1568	47.2264943544523	EXT_BROOD_TOF
norm.n	JU1580	-51.8956018427593	EXT_BROOD_TOF
norm.n	JU1581	-19.5267704206502	EXT_BROOD_TOF
norm.n	JU1586	-10.2144324203741	EXT_BROOD_TOF
norm.n	JU1652	26.0489552133616	EXT_BROOD_TOF
norm.n	JU1896	-13.0228392771929	EXT_BROOD_TOF
norm.n	JU258	-46.010756709004	EXT_BROOD_TOF
norm.n	JU310	35.9618596540855	EXT_BROOD_TOF
norm.n	JU311	8.96582777040913	EXT_BROOD_TOF
norm.n	JU323	35.4365583696756	EXT_BROOD_TOF
norm.n	JU346	-30.2812822623838	EXT_BROOD_TOF
norm.n	JU360	-18.6497388765974	EXT_BROOD_TOF
norm.n	JU367	-3.78162009741299	EXT_BROOD_TOF
norm.n	JU393	-9.21530467910974	EXT_BROOD_TOF
norm.n	JU394	0.0973341833291988	EXT_BROOD_TOF
norm.n	JU406	4.09578625453524	EXT_BROOD_TOF
norm.n	JU440	21.5145445754059	EXT_BROOD_TOF
norm.n	JU561	19.0239917639808	EXT_BROOD_TOF
norm.n	JU642	3.29481817952339	EXT_BROOD_TOF
norm.n	JU751	-13.7480447453267	EXT_BROOD_TOF
norm.n	JU774	0.242471093232129	EXT_BROOD_TOF
norm.n	JU778	-42.0955060264831	EXT_BROOD_TOF
norm.n	JU782	0.945133299514743	EXT_BROOD_TOF
norm.n	JU792	-12.6102726714981	EXT_BROOD_TOF
norm.n	JU830	-44.701213704153	EXT_BROOD_TOF
norm.n	JU847	-1.24094379854882	EXT_BROOD_TOF
norm.n	KR314	38.0742934706378	EXT_BROOD_TOF
norm.n	LKC34	-38.5107936818704	EXT_BROOD_TOF
norm.n	LSJ1	-30.8139483828681	EXT_BROOD_TOF
norm.n	MY1	6.11028901025378	EXT_BROOD_TOF
norm.n	MY10	44.5060922885115	EXT_BROOD_TOF
norm.n	MY16	10.343197149491001	EXT_BROOD_TOF
norm.n	MY18	-19.8644466782026	EXT_BROOD_TOF
norm.n	MY23	-41.9833730720936	EXT_BROOD_TOF
norm.n	N2	-14.4803141873719	EXT_BROOD_TOF
norm.n	PB303	21.4470190633378	EXT_BROOD_TOF
norm.n	PB306	-5.85855582518957	EXT_BROOD_TOF
norm.n	PX179	-45.6216795696287	EXT_BROOD_TOF
norm.n	RC301	9.03327933674454	EXT_BROOD_TOF
norm.n	WN2002	-45.4942085736513	EXT_BROOD_TOF
PC1	AB1	0.223300030123007	EXT_BROOD_TOF
PC1	CB4852	-1.310420594836	EXT_BROOD_TOF
PC1	CB4854	-0.364270878356798	EXT_BROOD_TOF
PC1	CB4856	2.60002885538539	EXT_BROOD_TOF
PC1	CB4857	-3.00639576831915	EXT_BROOD_TOF
PC1	CB4858	1.40332563369275	EXT_BROOD_TOF
PC1	CB4932	-0.883713089063718	EXT_BROOD_TOF
PC1	CX11262	-2.12954781177101	EXT_BROOD_TOF
PC1	CX11264	0.966630355568759	EXT_BROOD_TOF
PC1	CX11271	1.14466459588606	EXT_BROOD_TOF
PC1	CX11276	2.0814939325482	EXT_BROOD_TOF
PC1	CX11285	-1.47656307579967	EXT_BROOD_TOF
PC1	CX11292	-0.307826206431925	EXT_BROOD_TOF
PC1	CX11307	0.402649616650192	EXT_BROOD_TOF
PC1	CX11314	-1.7394402582498	EXT_BROOD_TOF
PC1	CX11315	-2.83484449194021	EXT_BROOD_TOF
PC1	DL200	0.431234310458686	EXT_BROOD_TOF
PC1	DL226	1.46375166692637	EXT_BROOD_TOF
PC1	DL238	-3.13656418950641	EXT_BROOD_TOF
PC1	ED3005	2.20842667182127	EXT_BROOD_TOF
PC1	ED3011	2.65414862666941	EXT_BROOD_TOF
PC1	ED3012	0.925512007310004	EXT_BROOD_TOF
PC1	ED3040	0.607481956141445	EXT_BROOD_TOF
PC1	ED3046	0.915113361812388	EXT_BROOD_TOF
PC1	ED3048	1.41620893532705	EXT_BROOD_TOF
PC1	ED3049	1.0337074051661	EXT_BROOD_TOF
PC1	ED3052	-0.83337665275833706	EXT_BROOD_TOF
PC1	ED3073	0.504028480776601	EXT_BROOD_TOF
PC1	ED3077	-0.107466979698394	EXT_BROOD_TOF
PC1	EG4347	-0.859320818193199	EXT_BROOD_TOF
PC1	EG4349	0.630545136003351	EXT_BROOD_TOF
PC1	EG4724	2.22505964455233	EXT_BROOD_TOF
PC1	EG4725	-0.428832642718547	EXT_BROOD_TOF
PC1	EG4946	0.923525279651326	EXT_BROOD_TOF
PC1	JT11398	0.716980887625939	EXT_BROOD_TOF
PC1	JU1172	0.493798107545026	EXT_BROOD_TOF
PC1	JU1200	0.17808663039037	EXT_BROOD_TOF
PC1	JU1212	-0.583812125015567	EXT_BROOD_TOF
PC1	JU1213	-1.32645655436451	EXT_BROOD_TOF
PC1	JU1242	1.52556846290101	EXT_BROOD_TOF
PC1	JU1246	-2.11932025735452	EXT_BROOD_TOF
PC1	JU1395	0.583990076577585	EXT_BROOD_TOF
PC1	JU1409	1.39473235483747	EXT_BROOD_TOF
PC1	JU1440	0.575869078713576	EXT_BROOD_TOF
PC1	JU1491	-0.273317740627077	EXT_BROOD_TOF
PC1	JU1530	0.0266792060355853	EXT_BROOD_TOF
PC1	JU1568	1.91778261237754	EXT_BROOD_TOF
PC1	JU1580	-3.55088204629601	EXT_BROOD_TOF
PC1	JU1581	0.520466120478596	EXT_BROOD_TOF
PC1	JU1586	-0.0486756902947495	EXT_BROOD_TOF
PC1	JU1652	1.13659344520077	EXT_BROOD_TOF
PC1	JU1896	-0.336285372340813	EXT_BROOD_TOF
PC1	JU258	-1.89779658873504	EXT_BROOD_TOF
PC1	JU310	0.448473355077808	EXT_BROOD_TOF
PC1	JU311	0.576152642925807	EXT_BROOD_TOF
PC1	JU323	0.424458002187886	EXT_BROOD_TOF
PC1	JU346	-2.24363026016512	EXT_BROOD_TOF
PC1	JU360	0.298751608787762	EXT_BROOD_TOF
PC1	JU367	-1.47532999343363	EXT_BROOD_TOF
PC1	JU393	-0.00403125230717843	EXT_BROOD_TOF
PC1	JU394	0.119810014755436	EXT_BROOD_TOF
PC1	JU406	-0.141745787197251	EXT_BROOD_TOF
PC1	JU440	0.62020779615532	EXT_BROOD_TOF
PC1	JU561	0.703657324631871	EXT_BROOD_TOF
PC1	JU642	-0.0126829468592932	EXT_BROOD_TOF
PC1	JU751	-0.322372148305357	EXT_BROOD_TOF
PC1	JU774	0.485773019881442	EXT_BROOD_TOF
PC1	JU778	-1.33507415464068	EXT_BROOD_TOF
PC1	JU782	0.743050555664211	EXT_BROOD_TOF
PC1	JU792	-1.35986502736214	EXT_BROOD_TOF
PC1	JU830	-0.601368316165838	EXT_BROOD_TOF
PC1	JU847	-0.386675158935786	EXT_BROOD_TOF
PC1	KR314	2.69826748227068	EXT_BROOD_TOF
PC1	LKC34	-2.31953207984697	EXT_BROOD_TOF
PC1	LSJ1	-1.51818483786623	EXT_BROOD_TOF
PC1	MY1	-1.55471135150473	EXT_BROOD_TOF
PC1	MY10	1.14814628879162	EXT_BROOD_TOF
PC1	MY16	1.69789336195994	EXT_BROOD_TOF
PC1	MY18	0.242997429437252	EXT_BROOD_TOF
PC1	MY23	-0.917967534251642	EXT_BROOD_TOF
PC1	N2	0.350720445918484	EXT_BROOD_TOF
PC1	PB303	1.16975977350612	EXT_BROOD_TOF
PC1	PB306	-0.430463176916783	EXT_BROOD_TOF
PC1	PX179	-3.90086457005421	EXT_BROOD_TOF
PC1	RC301	1.70773211329521	EXT_BROOD_TOF
PC1	WN2002	0.81239372808329	EXT_BROOD_TOF
PC2	AB1	0.680260160484251	EXT_BROOD_TOF
PC2	CB4852	0.990798545064682	EXT_BROOD_TOF
PC2	CB4854	-0.221797910003858	EXT_BROOD_TOF
PC2	CB4856	0.655050051853302	EXT_BROOD_TOF
PC2	CB4857	-1.76717634604392	EXT_BROOD_TOF
PC2	CB4858	0.501964515320326	EXT_BROOD_TOF
PC2	CB4932	0.173910505575983	EXT_BROOD_TOF
PC2	CX11262	-1.47481717553209	EXT_BROOD_TOF
PC2	CX11264	0.859778777889068	EXT_BROOD_TOF
PC2	CX11271	-0.811654314910726	EXT_BROOD_TOF
PC2	CX11276	1.12752241421636	EXT_BROOD_TOF
PC2	CX11285	1.01382347866279	EXT_BROOD_TOF
PC2	CX11292	-0.0557391745913038	EXT_BROOD_TOF
PC2	CX11307	2.36482359635293	EXT_BROOD_TOF
PC2	CX11314	0.422311448017548	EXT_BROOD_TOF
PC2	CX11315	0.249807728258119	EXT_BROOD_TOF
PC2	DL200	-0.17615038542859	EXT_BROOD_TOF
PC2	DL226	0.272523944938105	EXT_BROOD_TOF
PC2	DL238	0.0897139215238087	EXT_BROOD_TOF
PC2	ED3005	-2.37227257469453	EXT_BROOD_TOF
PC2	ED3011	-1.49243381319635	EXT_BROOD_TOF
PC2	ED3012	-0.740815575472911	EXT_BROOD_TOF
PC2	ED3040	-0.472124769707214	EXT_BROOD_TOF
PC2	ED3046	-0.77680974642112	EXT_BROOD_TOF
PC2	ED3048	0.293048312093298	EXT_BROOD_TOF
PC2	ED3049	-1.01758315686183	EXT_BROOD_TOF
PC2	ED3052	0.128204172680267	EXT_BROOD_TOF
PC2	ED3073	-0.225518979285354	EXT_BROOD_TOF
PC2	ED3077	1.37327543706093	EXT_BROOD_TOF
PC2	EG4347	1.56656025210157	EXT_BROOD_TOF
PC2	EG4349	1.11907287418818	EXT_BROOD_TOF
PC2	EG4724	-0.109495825872629	EXT_BROOD_TOF
PC2	EG4725	-0.920336808681429	EXT_BROOD_TOF
PC2	EG4946	0.481956824757296	EXT_BROOD_TOF
PC2	JT11398	1.04451979214708	EXT_BROOD_TOF
PC2	JU1172	0.831384830582249	EXT_BROOD_TOF
PC2	JU1200	-0.261671799624308	EXT_BROOD_TOF
PC2	JU1212	-0.691423532888497	EXT_BROOD_TOF
PC2	JU1213	0.696789817378357	EXT_BROOD_TOF
PC2	JU1242	0.634730496522498	EXT_BROOD_TOF
PC2	JU1246	1.37634624599335	EXT_BROOD_TOF
PC2	JU1395	0.441433800840304	EXT_BROOD_TOF
PC2	JU1409	-0.120680879921938	EXT_BROOD_TOF
PC2	JU1440	-0.606465951136878	EXT_BROOD_TOF
PC2	JU1491	1.47510532140689	EXT_BROOD_TOF
PC2	JU1530	0.80770884445966	EXT_BROOD_TOF
PC2	JU1568	0.769529485496274	EXT_BROOD_TOF
PC2	JU1580	-0.236042260153986	EXT_BROOD_TOF
PC2	JU1581	-1.04231485866746	EXT_BROOD_TOF
PC2	JU1586	-0.421730462895326	EXT_BROOD_TOF
PC2	JU1652	0.367646262340536	EXT_BROOD_TOF
PC2	JU1896	-0.374653075650959	EXT_BROOD_TOF
PC2	JU258	-0.834098401617612	EXT_BROOD_TOF
PC2	JU310	1.07021673327285	EXT_BROOD_TOF
PC2	JU311	-0.0140564180547331	EXT_BROOD_TOF
PC2	JU323	1.06399757823086	EXT_BROOD_TOF
PC2	JU346	-0.0762482789731751	EXT_BROOD_TOF
PC2	JU360	-0.898894235609044	EXT_BROOD_TOF
PC2	JU367	0.534385070089733	EXT_BROOD_TOF
PC2	JU393	-0.393210775359917	EXT_BROOD_TOF
PC2	JU394	-0.100537529908138	EXT_BROOD_TOF
PC2	JU406	0.188023710656515	EXT_BROOD_TOF
PC2	JU440	0.447331469413935	EXT_BROOD_TOF
PC2	JU561	0.309170073530101	EXT_BROOD_TOF
PC2	JU642	0.0778852007473345	EXT_BROOD_TOF
PC2	JU751	-0.400483783333096	EXT_BROOD_TOF
PC2	JU774	-0.292687017711677	EXT_BROOD_TOF
PC2	JU778	-0.958811589523554	EXT_BROOD_TOF
PC2	JU782	-0.374097670665635	EXT_BROOD_TOF
PC2	JU792	0.14789891432238	EXT_BROOD_TOF
PC2	JU830	-1.42866766808908	EXT_BROOD_TOF
PC2	JU847	0.0904437964495236	EXT_BROOD_TOF
PC2	KR314	0.0342152138034455	EXT_BROOD_TOF
PC2	LKC34	-0.355270988880749	EXT_BROOD_TOF
PC2	LSJ1	-0.455013575048922	EXT_BROOD_TOF
PC2	MY1	0.944701281040226	EXT_BROOD_TOF
PC2	MY10	1.05370982049821	EXT_BROOD_TOF
PC2	MY16	-0.513867748499221	EXT_BROOD_TOF
PC2	MY18	-0.924627362915254	EXT_BROOD_TOF
PC2	MY23	-1.1753458831547	EXT_BROOD_TOF
PC2	N2	-0.783544818488463	EXT_BROOD_TOF
PC2	PB303	0.171104165091211	EXT_BROOD_TOF
PC2	PB306	-0.0617127447999427	EXT_BROOD_TOF
PC2	PX179	0.167943285008306	EXT_BROOD_TOF
PC2	RC301	-0.56569392038487	EXT_BROOD_TOF
PC2	WN2002	-2.11404838169966	EXT_BROOD_TOF
mean.norm.EXT	AB1	-0.0383900327302278	EXT_BROOD_TOF_FLUOR
mean.norm.EXT	CB4852	-0.320500186887939	EXT_BROOD_TOF_FLUOR
