plate	condition	control	strain	row	col	trait	value
3	albendazole25	DMSO	DL238	B	5	median.yellow	14
3	DMSO	NA	Ju775	B	7	median.yellow	27.5
3	albendazole625	DMSO	Ju775	B	9	median.yellow	30
3	DMSO	NA	DL238	C	1	median.yellow	13
3	albendazole125	DMSO	N2	C	10	median.yellow	14
3	albendazole25	DMSO	N2	C	11	median.yellow	8
3	albendazole3125	DMSO	DL238	C	2	median.yellow	15
3	albendazole625	DMSO	DL238	C	3	median.yellow	18.5
3	albendazole125	DMSO	DL238	C	4	median.yellow	19
3	albendazole25	DMSO	DL238	C	5	median.yellow	13
3	DMSO	NA	N2	C	7	median.yellow	19
3	albendazole3125	DMSO	N2	C	8	median.yellow	16
3	albendazole625	DMSO	N2	C	9	median.yellow	17
3	DMSO	NA	Ju775	D	1	median.yellow	17
3	albendazole125	DMSO	CB4856	D	10	median.yellow	15
3	albendazole25	DMSO	CB4856	D	11	median.yellow	10
3	albendazole3125	DMSO	Ju775	D	2	median.yellow	26
3	albendazole625	DMSO	Ju775	D	3	median.yellow	20
3	albendazole125	DMSO	Ju775	D	4	median.yellow	20
3	albendazole25	DMSO	Ju775	D	5	median.yellow	23
3	DMSO	NA	CB4856	D	7	median.yellow	18
3	albendazole3125	DMSO	CB4856	D	8	median.yellow	18
3	albendazole625	DMSO	CB4856	D	9	median.yellow	19
3	DMSO	NA	Ju775	E	1	median.yellow	14
3	albendazole125	DMSO	DL238	E	10	median.yellow	17
3	albendazole25	DMSO	DL238	E	11	median.yellow	11
3	albendazole3125	DMSO	Ju775	E	2	median.yellow	32
3	albendazole625	DMSO	Ju775	E	3	median.yellow	35.5
3	albendazole25	DMSO	Ju775	E	5	median.yellow	14.5
3	albendazole3125	DMSO	DL238	E	8	median.yellow	22.5
3	albendazole625	DMSO	DL238	E	9	median.yellow	18
3	DMSO	NA	CB4856	F	1	median.yellow	21
3	albendazole125	DMSO	N2	F	10	median.yellow	12
3	albendazole25	DMSO	N2	F	11	median.yellow	10
3	albendazole3125	DMSO	CB4856	F	2	median.yellow	23
3	albendazole625	DMSO	CB4856	F	3	median.yellow	21
3	albendazole125	DMSO	CB4856	F	4	median.yellow	12
3	albendazole25	DMSO	CB4856	F	5	median.yellow	11
3	DMSO	NA	N2	F	7	median.yellow	18
3	albendazole3125	DMSO	N2	F	8	median.yellow	15
3	albendazole625	DMSO	N2	F	9	median.yellow	17
3	DMSO	NA	CB4856	G	1	median.yellow	21
3	albendazole125	DMSO	Ju775	G	10	median.yellow	25
3	albendazole25	DMSO	Ju775	G	11	median.yellow	18
3	albendazole3125	DMSO	CB4856	G	2	median.yellow	16
3	albendazole125	DMSO	CB4856	G	4	median.yellow	15
3	albendazole25	DMSO	CB4856	G	5	median.yellow	14
3	albendazole625	DMSO	Ju775	G	9	median.yellow	29
3	DMSO	NA	N2	H	1	median.yellow	14
3	albendazole625	DMSO	N2	H	3	median.yellow	17
3	albendazole25	DMSO	N2	H	5	median.yellow	8
3	DMSO	NA	DL238	H	7	median.yellow	13
3	DMSO	NA	N2	A	1	q75.yellow	39
3	albendazole125	DMSO	CB4856	A	10	q75.yellow	25
3	albendazole25	DMSO	CB4856	A	11	q75.yellow	21
3	albendazole3125	DMSO	N2	A	2	q75.yellow	34
3	albendazole625	DMSO	N2	A	3	q75.yellow	31
3	albendazole125	DMSO	N2	A	4	q75.yellow	24.25
3	albendazole25	DMSO	N2	A	5	q75.yellow	16
3	DMSO	NA	CB4856	A	7	q75.yellow	52
3	albendazole3125	DMSO	CB4856	A	8	q75.yellow	41
3	albendazole625	DMSO	CB4856	A	9	q75.yellow	40
3	DMSO	NA	DL238	B	1	q75.yellow	41.5
3	albendazole125	DMSO	Ju775	B	10	q75.yellow	44
3	albendazole25	DMSO	Ju775	B	11	q75.yellow	27
3	albendazole3125	DMSO	DL238	B	2	q75.yellow	43.25
3	albendazole625	DMSO	DL238	B	3	q75.yellow	46
3	albendazole125	DMSO	DL238	B	4	q75.yellow	34.25
3	albendazole25	DMSO	DL238	B	5	q75.yellow	23.25
3	DMSO	NA	Ju775	B	7	q75.yellow	56
3	albendazole625	DMSO	Ju775	B	9	q75.yellow	51
3	DMSO	NA	DL238	C	1	q75.yellow	33
3	albendazole125	DMSO	N2	C	10	q75.yellow	25
3	albendazole25	DMSO	N2	C	11	q75.yellow	15
3	albendazole3125	DMSO	DL238	C	2	q75.yellow	38
3	albendazole625	DMSO	DL238	C	3	q75.yellow	44
3	albendazole125	DMSO	DL238	C	4	q75.yellow	36
3	albendazole25	DMSO	DL238	C	5	q75.yellow	23.25
3	DMSO	NA	N2	C	7	q75.yellow	62
3	albendazole3125	DMSO	N2	C	8	q75.yellow	32
3	albendazole625	DMSO	N2	C	9	q75.yellow	32
3	DMSO	NA	Ju775	D	1	q75.yellow	32.5
3	albendazole125	DMSO	CB4856	D	10	q75.yellow	33
3	albendazole25	DMSO	CB4856	D	11	q75.yellow	18
3	albendazole3125	DMSO	Ju775	D	2	q75.yellow	43
3	albendazole625	DMSO	Ju775	D	3	q75.yellow	41.25
3	albendazole125	DMSO	Ju775	D	4	q75.yellow	36
3	albendazole25	DMSO	Ju775	D	5	q75.yellow	38
3	DMSO	NA	CB4856	D	7	q75.yellow	50
3	albendazole3125	DMSO	CB4856	D	8	q75.yellow	38
3	albendazole625	DMSO	CB4856	D	9	q75.yellow	35
3	DMSO	NA	Ju775	E	1	q75.yellow	43
3	albendazole125	DMSO	DL238	E	10	q75.yellow	34
3	albendazole25	DMSO	DL238	E	11	q75.yellow	23
3	albendazole3125	DMSO	Ju775	E	2	q75.yellow	55
3	albendazole625	DMSO	Ju775	E	3	q75.yellow	57
3	albendazole25	DMSO	Ju775	E	5	q75.yellow	27.25
3	albendazole3125	DMSO	DL238	E	8	q75.yellow	48.5
3	albendazole625	DMSO	DL238	E	9	q75.yellow	45.75
3	DMSO	NA	CB4856	F	1	q75.yellow	42.75
3	albendazole125	DMSO	N2	F	10	q75.yellow	21
3	albendazole25	DMSO	N2	F	11	q75.yellow	16.25
3	albendazole3125	DMSO	CB4856	F	2	q75.yellow	40.5
3	albendazole625	DMSO	CB4856	F	3	q75.yellow	38
3	albendazole125	DMSO	CB4856	F	4	q75.yellow	22
3	albendazole25	DMSO	CB4856	F	5	q75.yellow	17
3	DMSO	NA	N2	F	7	q75.yellow	37
3	albendazole3125	DMSO	N2	F	8	q75.yellow	25.75
3	albendazole625	DMSO	N2	F	9	q75.yellow	29
3	DMSO	NA	CB4856	G	1	q75.yellow	63.75
3	albendazole125	DMSO	Ju775	G	10	q75.yellow	43.25
3	albendazole25	DMSO	Ju775	G	11	q75.yellow	40
3	albendazole3125	DMSO	CB4856	G	2	q75.yellow	43
3	albendazole125	DMSO	CB4856	G	4	q75.yellow	29
3	albendazole25	DMSO	CB4856	G	5	q75.yellow	23
3	albendazole625	DMSO	Ju775	G	9	q75.yellow	51
3	DMSO	NA	N2	H	1	q75.yellow	34.75
3	albendazole625	DMSO	N2	H	3	q75.yellow	34
3	albendazole25	DMSO	N2	H	5	q75.yellow	16
3	DMSO	NA	DL238	H	7	q75.yellow	27.25
3	DMSO	NA	N2	A	1	q90.yellow	86.4
3	albendazole125	DMSO	CB4856	A	10	q90.yellow	41
3	albendazole25	DMSO	CB4856	A	11	q90.yellow	32.9
3	albendazole3125	DMSO	N2	A	2	q90.yellow	56
3	albendazole625	DMSO	N2	A	3	q90.yellow	42.6
3	albendazole125	DMSO	N2	A	4	q90.yellow	43.6
3	albendazole25	DMSO	N2	A	5	q90.yellow	27
3	DMSO	NA	CB4856	A	7	q90.yellow	88
3	albendazole3125	DMSO	CB4856	A	8	q90.yellow	81.1
3	albendazole625	DMSO	CB4856	A	9	q90.yellow	57.7
3	DMSO	NA	DL238	B	1	q90.yellow	98.8
3	albendazole125	DMSO	Ju775	B	10	q90.yellow	69
3	albendazole25	DMSO	Ju775	B	11	q90.yellow	47.3
3	albendazole3125	DMSO	DL238	B	2	q90.yellow	72
3	albendazole625	DMSO	DL238	B	3	q90.yellow	78.3
3	albendazole125	DMSO	DL238	B	4	q90.yellow	51.6
3	albendazole25	DMSO	DL238	B	5	q90.yellow	36.5
3	DMSO	NA	Ju775	B	7	q90.yellow	90.6
3	albendazole625	DMSO	Ju775	B	9	q90.yellow	74.5
3	DMSO	NA	DL238	C	1	q90.yellow	85
3	albendazole125	DMSO	N2	C	10	q90.yellow	35.5
3	albendazole25	DMSO	N2	C	11	q90.yellow	25
3	albendazole3125	DMSO	DL238	C	2	q90.yellow	77
3	albendazole625	DMSO	DL238	C	3	q90.yellow	79.5
3	albendazole125	DMSO	DL238	C	4	q90.yellow	60.1000000000001
3	albendazole25	DMSO	DL238	C	5	q90.yellow	39
3	DMSO	NA	N2	C	7	q90.yellow	104.2
3	albendazole3125	DMSO	N2	C	8	q90.yellow	57
3	albendazole625	DMSO	N2	C	9	q90.yellow	45
3	DMSO	NA	Ju775	D	1	q90.yellow	56.6
3	albendazole125	DMSO	CB4856	D	10	q90.yellow	53
3	albendazole25	DMSO	CB4856	D	11	q90.yellow	29.4
3	albendazole3125	DMSO	Ju775	D	2	q90.yellow	76.6
3	albendazole625	DMSO	Ju775	D	3	q90.yellow	57.1
3	albendazole125	DMSO	Ju775	D	4	q90.yellow	56.4
3	albendazole25	DMSO	Ju775	D	5	q90.yellow	54
3	DMSO	NA	CB4856	D	7	q90.yellow	87.5
3	albendazole3125	DMSO	CB4856	D	8	q90.yellow	56
3	albendazole625	DMSO	CB4856	D	9	q90.yellow	67
3	DMSO	NA	Ju775	E	1	q90.yellow	73
3	albendazole125	DMSO	DL238	E	10	q90.yellow	61.6
3	albendazole25	DMSO	DL238	E	11	q90.yellow	40.2
3	albendazole3125	DMSO	Ju775	E	2	q90.yellow	81.2
3	albendazole625	DMSO	Ju775	E	3	q90.yellow	77
3	albendazole25	DMSO	Ju775	E	5	q90.yellow	49.9
3	albendazole3125	DMSO	DL238	E	8	q90.yellow	86.4
3	albendazole625	DMSO	DL238	E	9	q90.yellow	68
3	DMSO	NA	CB4856	F	1	q90.yellow	72
3	albendazole125	DMSO	N2	F	10	q90.yellow	35
3	albendazole25	DMSO	N2	F	11	q90.yellow	23
3	albendazole3125	DMSO	CB4856	F	2	q90.yellow	66.2
3	albendazole625	DMSO	CB4856	F	3	q90.yellow	60
3	albendazole125	DMSO	CB4856	F	4	q90.yellow	46.4
3	albendazole25	DMSO	CB4856	F	5	q90.yellow	32.2
3	DMSO	NA	N2	F	7	q90.yellow	89
3	albendazole3125	DMSO	N2	F	8	q90.yellow	42
3	albendazole625	DMSO	N2	F	9	q90.yellow	49.5
3	DMSO	NA	CB4856	G	1	q90.yellow	105.8
3	albendazole125	DMSO	Ju775	G	10	q90.yellow	69.2
3	albendazole25	DMSO	Ju775	G	11	q90.yellow	55.6000000000001
3	albendazole3125	DMSO	CB4856	G	2	q90.yellow	80.1
3	albendazole125	DMSO	CB4856	G	4	q90.yellow	39.8
3	albendazole25	DMSO	CB4856	G	5	q90.yellow	35.2
3	albendazole625	DMSO	Ju775	G	9	q90.yellow	75.6
3	DMSO	NA	N2	H	1	q90.yellow	84.6
3	albendazole625	DMSO	N2	H	3	q90.yellow	43
3	albendazole25	DMSO	N2	H	5	q90.yellow	23.5
3	DMSO	NA	DL238	H	7	q90.yellow	66
3	DMSO	NA	N2	A	1	mean.norm.EXT	1.97024337426247
3	albendazole125	DMSO	CB4856	A	10	mean.norm.EXT	1.80852836706905
3	albendazole25	DMSO	CB4856	A	11	mean.norm.EXT	1.74724303965379
3	albendazole3125	DMSO	N2	A	2	mean.norm.EXT	1.92944257452137
3	albendazole625	DMSO	N2	A	3	mean.norm.EXT	1.94147357607102
3	albendazole125	DMSO	N2	A	4	mean.norm.EXT	1.78016800783383
3	albendazole25	DMSO	N2	A	5	mean.norm.EXT	1.65333071290522
3	DMSO	NA	CB4856	A	7	mean.norm.EXT	1.97725243250429
3	albendazole3125	DMSO	CB4856	A	8	mean.norm.EXT	2.04496713802297
3	albendazole625	DMSO	CB4856	A	9	mean.norm.EXT	2.00211276521532
3	DMSO	NA	DL238	B	1	mean.norm.EXT	1.85194123814037
3	albendazole125	DMSO	Ju775	B	10	mean.norm.EXT	2.12408342787102
3	albendazole25	DMSO	Ju775	B	11	mean.norm.EXT	2.05148813874198
3	albendazole3125	DMSO	DL238	B	2	mean.norm.EXT	1.98157909092082
3	albendazole625	DMSO	DL238	B	3	mean.norm.EXT	2.09019136311004
3	albendazole125	DMSO	DL238	B	4	mean.norm.EXT	1.94234048112903
3	albendazole25	DMSO	DL238	B	5	mean.norm.EXT	1.77330344095021
3	DMSO	NA	Ju775	B	7	mean.norm.EXT	2.12482095910811
3	albendazole625	DMSO	Ju775	B	9	mean.norm.EXT	2.18132625979348
3	DMSO	NA	DL238	C	1	mean.norm.EXT	1.77966734922803
3	albendazole125	DMSO	N2	C	10	mean.norm.EXT	1.77691594143948
3	albendazole25	DMSO	N2	C	11	mean.norm.EXT	1.58471680570107
3	albendazole3125	DMSO	DL238	C	2	mean.norm.EXT	1.98776941336848
3	albendazole625	DMSO	DL238	C	3	mean.norm.EXT	2.09037015935615
3	albendazole125	DMSO	DL238	C	4	mean.norm.EXT	1.95490276913692
3	albendazole25	DMSO	DL238	C	5	mean.norm.EXT	1.65987786368127
3	DMSO	NA	N2	C	7	mean.norm.EXT	2.10853166498036
3	albendazole3125	DMSO	N2	C	8	mean.norm.EXT	1.87463249779056
3	albendazole625	DMSO	N2	C	9	mean.norm.EXT	1.97026584077288
3	DMSO	NA	Ju775	D	1	mean.norm.EXT	2.00044669960833
3	albendazole125	DMSO	CB4856	D	10	mean.norm.EXT	1.77097911240515
3	albendazole25	DMSO	CB4856	D	11	mean.norm.EXT	1.67746499950752
3	albendazole3125	DMSO	Ju775	D	2	mean.norm.EXT	2.21338022110031
3	albendazole625	DMSO	Ju775	D	3	mean.norm.EXT	2.07448382656864
3	albendazole125	DMSO	Ju775	D	4	mean.norm.EXT	2.02843489907891
3	albendazole25	DMSO	Ju775	D	5	mean.norm.EXT	2.19692924385229
3	DMSO	NA	CB4856	D	7	mean.norm.EXT	1.96169760573695
3	albendazole3125	DMSO	CB4856	D	8	mean.norm.EXT	1.9557104339391
3	albendazole625	DMSO	CB4856	D	9	mean.norm.EXT	1.97797571558509
3	DMSO	NA	Ju775	E	1	mean.norm.EXT	1.9251785891524
3	albendazole125	DMSO	DL238	E	10	mean.norm.EXT	1.93472993727327
3	albendazole25	DMSO	DL238	E	11	mean.norm.EXT	1.70982944332273
3	albendazole3125	DMSO	Ju775	E	2	mean.norm.EXT	2.29880017973023
3	albendazole625	DMSO	Ju775	E	3	mean.norm.EXT	2.24693107669132
3	albendazole25	DMSO	Ju775	E	5	mean.norm.EXT	2.02102866591259
3	albendazole3125	DMSO	DL238	E	8	mean.norm.EXT	2.07063421067739
3	albendazole625	DMSO	DL238	E	9	mean.norm.EXT	2.03268220828497
3	DMSO	NA	CB4856	F	1	mean.norm.EXT	1.87609152272861
3	albendazole125	DMSO	N2	F	10	mean.norm.EXT	1.61417650466259
3	albendazole25	DMSO	N2	F	11	mean.norm.EXT	1.57378052757921
3	albendazole3125	DMSO	CB4856	F	2	mean.norm.EXT	1.98657216974001
3	albendazole625	DMSO	CB4856	F	3	mean.norm.EXT	1.96266113003739
3	albendazole125	DMSO	CB4856	F	4	mean.norm.EXT	1.65094513629385
3	albendazole25	DMSO	CB4856	F	5	mean.norm.EXT	1.64474704157509
3	DMSO	NA	N2	F	7	mean.norm.EXT	1.83720990580625
3	albendazole3125	DMSO	N2	F	8	mean.norm.EXT	1.80988682389612
3	albendazole625	DMSO	N2	F	9	mean.norm.EXT	1.88347522414621
3	DMSO	NA	CB4856	G	1	mean.norm.EXT	2.04265263533373
3	albendazole125	DMSO	Ju775	G	10	mean.norm.EXT	2.11408785789394
3	albendazole25	DMSO	Ju775	G	11	mean.norm.EXT	2.05638952364367
3	albendazole3125	DMSO	CB4856	G	2	mean.norm.EXT	1.92396277045874
3	albendazole125	DMSO	CB4856	G	4	mean.norm.EXT	1.7844945179242
3	albendazole25	DMSO	CB4856	G	5	mean.norm.EXT	1.87940558233113
3	albendazole625	DMSO	Ju775	G	9	mean.norm.EXT	2.20145475765974
3	DMSO	NA	N2	H	1	mean.norm.EXT	1.7189054878838
3	albendazole625	DMSO	N2	H	3	mean.norm.EXT	1.82992381125921
3	albendazole25	DMSO	N2	H	5	mean.norm.EXT	1.71147602295269
3	DMSO	NA	DL238	H	7	mean.norm.EXT	1.68074257320557
3	DMSO	NA	N2	A	1	q10.norm.EXT	1.02994250331712
3	albendazole125	DMSO	CB4856	A	10	q10.norm.EXT	1.02030509173366
3	albendazole25	DMSO	CB4856	A	11	q10.norm.EXT	1.08279613215149
3	albendazole3125	DMSO	N2	A	2	q10.norm.EXT	1.16533054490531
3	albendazole625	DMSO	N2	A	3	q10.norm.EXT	1.2756697832376
3	albendazole125	DMSO	N2	A	4	q10.norm.EXT	1.08549382716049
3	albendazole25	DMSO	N2	A	5	q10.norm.EXT	1.05683669724771
3	DMSO	NA	CB4856	A	7	q10.norm.EXT	1.04365325077399
3	albendazole3125	DMSO	CB4856	A	8	q10.norm.EXT	1.16607142857143
3	albendazole625	DMSO	CB4856	A	9	q10.norm.EXT	1.18852146263911
3	DMSO	NA	DL238	B	1	q10.norm.EXT	1.01891313649979
3	albendazole125	DMSO	Ju775	B	10	q10.norm.EXT	1.24599907135118
3	albendazole25	DMSO	Ju775	B	11	q10.norm.EXT	1.24082119976704
3	albendazole3125	DMSO	DL238	B	2	q10.norm.EXT	1.17138956881943
3	albendazole625	DMSO	DL238	B	3	q10.norm.EXT	1.17608610567515
3	albendazole125	DMSO	DL238	B	4	q10.norm.EXT	1.12979797979798
3	albendazole25	DMSO	DL238	B	5	q10.norm.EXT	1.14753503646848
3	DMSO	NA	Ju775	B	7	q10.norm.EXT	1.05734921244718
3	albendazole625	DMSO	Ju775	B	9	q10.norm.EXT	1.22123655913978
3	DMSO	NA	DL238	C	1	q10.norm.EXT	1
3	albendazole125	DMSO	N2	C	10	q10.norm.EXT	1.09357131319658
3	albendazole25	DMSO	N2	C	11	q10.norm.EXT	0.95
3	albendazole3125	DMSO	DL238	C	2	q10.norm.EXT	1.10559910414334
3	albendazole625	DMSO	DL238	C	3	q10.norm.EXT	1.2089897260274
3	albendazole125	DMSO	DL238	C	4	q10.norm.EXT	1.1325525402979
3	albendazole25	DMSO	DL238	C	5	q10.norm.EXT	1.06855198572066
3	DMSO	NA	N2	C	7	q10.norm.EXT	1.05495809537937
3	albendazole3125	DMSO	N2	C	8	q10.norm.EXT	1.04878048780488
3	albendazole625	DMSO	N2	C	9	q10.norm.EXT	1.17409340659341
3	DMSO	NA	Ju775	D	1	q10.norm.EXT	1.19942611190818
3	albendazole125	DMSO	CB4856	D	10	q10.norm.EXT	1.08228911185433
3	albendazole25	DMSO	CB4856	D	11	q10.norm.EXT	1.02016216216216
3	albendazole3125	DMSO	Ju775	D	2	q10.norm.EXT	1.38067542213884
3	albendazole625	DMSO	Ju775	D	3	q10.norm.EXT	1.24534022350635
3	albendazole125	DMSO	Ju775	D	4	q10.norm.EXT	1.24810024485093
3	albendazole25	DMSO	Ju775	D	5	q10.norm.EXT	1.34512504530627
3	DMSO	NA	CB4856	D	7	q10.norm.EXT	1.08400399543379
3	albendazole3125	DMSO	CB4856	D	8	q10.norm.EXT	1.21491639600626
3	albendazole625	DMSO	CB4856	D	9	q10.norm.EXT	1.2360248447205
3	DMSO	NA	Ju775	E	1	q10.norm.EXT	1.08123756602868
3	albendazole125	DMSO	DL238	E	10	q10.norm.EXT	1.17985446815469
3	albendazole25	DMSO	DL238	E	11	q10.norm.EXT	1.02223776223776
3	albendazole3125	DMSO	Ju775	E	2	q10.norm.EXT	1.41478260869565
3	albendazole625	DMSO	Ju775	E	3	q10.norm.EXT	1.3867249015748
3	albendazole25	DMSO	Ju775	E	5	q10.norm.EXT	1.22238583013231
3	albendazole3125	DMSO	DL238	E	8	q10.norm.EXT	1.19511572226656
3	albendazole625	DMSO	DL238	E	9	q10.norm.EXT	1.10912649865427
3	DMSO	NA	CB4856	F	1	q10.norm.EXT	1.02281656937584
3	albendazole125	DMSO	N2	F	10	q10.norm.EXT	0.980569958286227
3	albendazole25	DMSO	N2	F	11	q10.norm.EXT	0.990526315789474
3	albendazole3125	DMSO	CB4856	F	2	q10.norm.EXT	1.12919786096257
3	albendazole625	DMSO	CB4856	F	3	q10.norm.EXT	1.11978319783198
3	albendazole125	DMSO	CB4856	F	4	q10.norm.EXT	1.02021427127552
3	albendazole25	DMSO	CB4856	F	5	q10.norm.EXT	0.998496240601504
3	DMSO	NA	N2	F	7	q10.norm.EXT	1.01767883211679
3	albendazole3125	DMSO	N2	F	8	q10.norm.EXT	1.12020745902288
3	albendazole625	DMSO	N2	F	9	q10.norm.EXT	1.09655511811024
3	DMSO	NA	CB4856	G	1	q10.norm.EXT	1.04651811880728
3	albendazole125	DMSO	Ju775	G	10	q10.norm.EXT	1.28509040760037
3	albendazole25	DMSO	Ju775	G	11	q10.norm.EXT	1.20754860846359
3	albendazole3125	DMSO	CB4856	G	2	q10.norm.EXT	1.07004694835681
3	albendazole125	DMSO	CB4856	G	4	q10.norm.EXT	1.08454545454545
3	albendazole25	DMSO	CB4856	G	5	q10.norm.EXT	1.07047619047619
3	albendazole625	DMSO	Ju775	G	9	q10.norm.EXT	1.39565700969228
3	DMSO	NA	N2	H	1	q10.norm.EXT	0.997
3	albendazole625	DMSO	N2	H	3	q10.norm.EXT	1.08192886588055
3	albendazole25	DMSO	N2	H	5	q10.norm.EXT	0.977901785714286
3	DMSO	NA	DL238	H	7	q10.norm.EXT	0.963707170941771
3	DMSO	NA	N2	A	1	q25.norm.EXT	1.31868131868132
3	albendazole125	DMSO	CB4856	A	10	q25.norm.EXT	1.35896076352068
3	albendazole25	DMSO	CB4856	A	11	q25.norm.EXT	1.30175848925849
3	albendazole3125	DMSO	N2	A	2	q25.norm.EXT	1.39690721649485
3	albendazole625	DMSO	N2	A	3	q25.norm.EXT	1.5620094929273
3	albendazole125	DMSO	N2	A	4	q25.norm.EXT	1.2589605734767
3	albendazole25	DMSO	N2	A	5	q25.norm.EXT	1.20124963673351
3	DMSO	NA	CB4856	A	7	q25.norm.EXT	1.27857296599225
3	albendazole3125	DMSO	CB4856	A	8	q25.norm.EXT	1.50052742616034
3	albendazole625	DMSO	CB4856	A	9	q25.norm.EXT	1.56789640591966
3	DMSO	NA	DL238	B	1	q25.norm.EXT	1.24004329004329
3	albendazole125	DMSO	Ju775	B	10	q25.norm.EXT	1.57511345744188
3	albendazole25	DMSO	Ju775	B	11	q25.norm.EXT	1.56129653401797
3	albendazole3125	DMSO	DL238	B	2	q25.norm.EXT	1.40940333430828
3	albendazole625	DMSO	DL238	B	3	q25.norm.EXT	1.41834404462858
3	albendazole125	DMSO	DL238	B	4	q25.norm.EXT	1.42700892857143
3	albendazole25	DMSO	DL238	B	5	q25.norm.EXT	1.28733766233766
3	DMSO	NA	Ju775	B	7	q25.norm.EXT	1.41338270107974
3	albendazole625	DMSO	Ju775	B	9	q25.norm.EXT	1.5827200125274
3	DMSO	NA	DL238	C	1	q25.norm.EXT	1.15200231035811
3	albendazole125	DMSO	N2	C	10	q25.norm.EXT	1.26195175438596
3	albendazole25	DMSO	N2	C	11	q25.norm.EXT	1.09531590413943
3	albendazole3125	DMSO	DL238	C	2	q25.norm.EXT	1.40777289038083
3	albendazole625	DMSO	DL238	C	3	q25.norm.EXT	1.5361059602649
3	albendazole125	DMSO	DL238	C	4	q25.norm.EXT	1.38549347702779
3	albendazole25	DMSO	DL238	C	5	q25.norm.EXT	1.20323129251701
3	DMSO	NA	N2	C	7	q25.norm.EXT	1.40631393770197
3	albendazole3125	DMSO	N2	C	8	q25.norm.EXT	1.33125
3	albendazole625	DMSO	N2	C	9	q25.norm.EXT	1.45614035087719
3	DMSO	NA	Ju775	D	1	q25.norm.EXT	1.40561326546097
3	albendazole125	DMSO	CB4856	D	10	q25.norm.EXT	1.27666793333695
3	albendazole25	DMSO	CB4856	D	11	q25.norm.EXT	1.15447154471545
3	albendazole3125	DMSO	Ju775	D	2	q25.norm.EXT	1.64744990892532
3	albendazole625	DMSO	Ju775	D	3	q25.norm.EXT	1.58631246907472
3	albendazole125	DMSO	Ju775	D	4	q25.norm.EXT	1.45927401505091
3	albendazole25	DMSO	Ju775	D	5	q25.norm.EXT	1.63790165530672
3	DMSO	NA	CB4856	D	7	q25.norm.EXT	1.29268525592055
3	albendazole3125	DMSO	CB4856	D	8	q25.norm.EXT	1.44210526315789
3	albendazole625	DMSO	CB4856	D	9	q25.norm.EXT	1.49425287356322
3	DMSO	NA	Ju775	E	1	q25.norm.EXT	1.34527289976573
3	albendazole125	DMSO	DL238	E	10	q25.norm.EXT	1.44377072711973
3	albendazole25	DMSO	DL238	E	11	q25.norm.EXT	1.23937728937729
3	albendazole3125	DMSO	Ju775	E	2	q25.norm.EXT	1.82159090909091
3	albendazole625	DMSO	Ju775	E	3	q25.norm.EXT	1.80325719677023
3	albendazole25	DMSO	Ju775	E	5	q25.norm.EXT	1.48926838372527
3	albendazole3125	DMSO	DL238	E	8	q25.norm.EXT	1.50808233753478
3	albendazole625	DMSO	DL238	E	9	q25.norm.EXT	1.41691697060717
3	DMSO	NA	CB4856	F	1	q25.norm.EXT	1.34376163656675
3	albendazole125	DMSO	N2	F	10	q25.norm.EXT	1.11702127659574
3	albendazole25	DMSO	N2	F	11	q25.norm.EXT	1.11628095161029
3	albendazole3125	DMSO	CB4856	F	2	q25.norm.EXT	1.49834437086093
3	albendazole625	DMSO	CB4856	F	3	q25.norm.EXT	1.48066298342541
3	albendazole125	DMSO	CB4856	F	4	q25.norm.EXT	1.17635605644127
3	albendazole25	DMSO	CB4856	F	5	q25.norm.EXT	1.19174208144796
3	DMSO	NA	N2	F	7	q25.norm.EXT	1.17370892018779
3	albendazole3125	DMSO	N2	F	8	q25.norm.EXT	1.34283008658009
3	albendazole625	DMSO	N2	F	9	q25.norm.EXT	1.34880777396701
3	DMSO	NA	CB4856	G	1	q25.norm.EXT	1.28104824713641
3	albendazole125	DMSO	Ju775	G	10	q25.norm.EXT	1.58476219636661
3	albendazole25	DMSO	Ju775	G	11	q25.norm.EXT	1.46428571428571
3	albendazole3125	DMSO	CB4856	G	2	q25.norm.EXT	1.36808279630148
3	albendazole125	DMSO	CB4856	G	4	q25.norm.EXT	1.32183441558442
3	albendazole25	DMSO	CB4856	G	5	q25.norm.EXT	1.26306778993004
3	albendazole625	DMSO	Ju775	G	9	q25.norm.EXT	1.72980523627075
3	DMSO	NA	N2	H	1	q25.norm.EXT	1.142338788233
3	albendazole625	DMSO	N2	H	3	q25.norm.EXT	1.32121212121212
3	albendazole25	DMSO	N2	H	5	q25.norm.EXT	1.07665588123335
3	DMSO	NA	DL238	H	7	q25.norm.EXT	1.15600742892519
3	DMSO	NA	N2	A	1	median.norm.EXT	1.88698630136986
3	albendazole125	DMSO	CB4856	A	10	median.norm.EXT	1.75824873096447
3	albendazole25	DMSO	CB4856	A	11	median.norm.EXT	1.58157814407814
3	albendazole3125	DMSO	N2	A	2	median.norm.EXT	1.89237668161435
3	albendazole625	DMSO	N2	A	3	median.norm.EXT	1.86885245901639
3	albendazole125	DMSO	N2	A	4	median.norm.EXT	1.66988899167438
3	albendazole25	DMSO	N2	A	5	median.norm.EXT	1.46892655367232
3	DMSO	NA	CB4856	A	7	median.norm.EXT	1.85630128459057
3	albendazole3125	DMSO	CB4856	A	8	median.norm.EXT	1.98513658644049
3	albendazole625	DMSO	CB4856	A	9	median.norm.EXT	1.9305899525023
