assay	plate	condition	control	strain	row	col	trait	phenotype	.fitted	.se.fit	.hat	.sigma	.cooksd	.std.resid	mph	sph	flag_h	flag_l	cut_h	cut_l
NA	2	Albendazole	DMSO	N2	A	1	n	28.8639936366714	208.136006363328	10.0856005972172	0.0141762440583988	85.1125407047536	0.00169368684072254	0.343190775111697	90.8639936366717	56.4782185783969	203.820430793466	-22.092443520122	NO	NO
NA	2	Albendazole	DMSO	JU2581	A	10	n	80.823330608421	114.176669391579	5.5326337096803	0.00426600624993643	84.7468105720208	0.00391711170033484	0.956189347963867	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	A	2	n	-89.2805047278326	250.280504727833	12.1277872678526	0.0204984390646526	84.6455905081569	0.0237345744980826	-1.06495901866991	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	WN2002	A	4	n	-3.16970287641162	20.1697028764116	0.977358847853211	0.00013312687824689	85.165846141588	1.86455907045198e-07	-0.0374219392307998	-2.16970287641162	15.8782129680523	29.5867230596929	-33.9261288125162	NO	NO
NA	2	Albendazole	DMSO	N2	B	1	n	106.863993636672	208.136006363328	10.0856005972172	0.0141762440583987	84.4240255210131	0.0232157689840858	1.27060507528334	90.8639936366717	56.4782185783969	203.820430793466	-22.092443520122	NO	NO
NA	2	Albendazole	DMSO	JU2581	B	10	n	89.823330608421	114.176669391579	5.5326337096803	0.00426600624993643	84.6478392311125	0.0048380547504138	1.0626648429341	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	B	2	n	-69.2805047278326	250.280504727833	12.1277872678526	0.0204984390646526	84.8532093721112	0.0142919096712419	-0.826394278939465	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	WN2002	B	4	n	-10.1697028764116	20.1697028764116	0.977358847853211	0.00013312687824689	85.1598864436264	1.91935614636778e-06	-0.120064882380144	-2.16970287641162	15.8782129680523	29.5867230596929	-33.9261288125162	NO	NO
NA	2	Albendazole	DMSO	N2	C	1	n	27.8639936366717	208.136006363328	10.0856005972172	0.0141762440583987	85.1162150278564	0.00157836338494943	0.331300848186423	90.8639936366717	56.4782185783969	203.820430793466	-22.092443520122	NO	NO
NA	2	Albendazole	DMSO	JU2581	C	10	n	62.823330608421	114.176669391579	5.5326337096803	0.00426600624993643	84.9131738454698	0.00236665189794123	0.743238358023391	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	C	2	n	-144.280504727833	250.280504727833	12.1277872678526	0.0204984390646526	83.7993141764918	0.0619845542712875	-1.72101205292864	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	WN2002	C	4	n	11.8302971235884	20.1697028764116	0.977358847853211	0.00013312687824689	85.1575546125855	2.59734920667985e-06	0.139670081803509	-2.16970287641162	15.8782129680523	29.5867230596929	-33.9261288125162	NO	NO
NA	2	Albendazole	DMSO	N2	D	1	n	5.86399363667173	208.136006363328	10.0856005972172	0.0141762440583987	85.1642614599453	6.9904841239272e-05	0.0697224558303189	90.8639936366717	56.4782185783969	203.820430793466	-22.092443520122	NO	NO
NA	2	Albendazole	DMSO	JU2581	D	10	n	-31.176669391579	114.176669391579	5.5326337096803	0.00426600624993643	85.1041729607863	0.000582843429602971	-0.368839033887981	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	D	2	n	-91.2805047278326	250.280504727833	12.1277872678526	0.0204984390646526	84.6219156484441	0.0248098559300935	-1.08881549264296	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	WN2002	D	4	n	28.8302971235884	20.1697028764116	0.977358847853211	0.00013312687824689	85.1134227754625	1.54254298544394e-05	0.34037437230906	-2.16970287641162	15.8782129680523	29.5867230596929	-33.9261288125162	NO	NO
NA	2	Albendazole	DMSO	JU2581	E	10	n	-2.17666939157896	114.176669391579	5.5326337096803	0.00426600624993643	85.1661837281455	2.8410404054939e-06	-0.0257513278727707	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	E	2	n	-154.280504727833	250.280504727833	12.1277872678526	0.0204984390646526	83.6013972986918	0.0708745441632898	-1.84029442279386	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	WN2002	E	4	n	0.830297123588381	20.1697028764116	0.977358847853211	0.00013312687824689	85.1664433673781	1.2793992904318e-08	0.00980259971168267	-2.16970287641162	15.8782129680523	29.5867230596929	-33.9261288125162	NO	NO
NA	2	Albendazole	DMSO	JU2581	F	10	n	-59.176669391579	114.176669391579	5.5326337096803	0.00426600624993643	84.9417659357161	0.00209987530685019	-0.700096129350943	44.323330608421	69.7766623499265	183.876655308274	-95.229994091432	NO	NO
NA	2	Albendazole	DMSO	JU2141	F	2	n	-59.2805047278326	250.280504727833	12.1277872678526	0.0204984390646526	84.9372333181186	0.0104638610032319	-0.707111909074242	-79.2805047278326	45.958568297979	12.6366318681254	-171.197641323791	NO	NO
NA	2	Albendazole	DMSO	N2	G	1	n	40.8639936366717	208.136006363328	10.0856005972172	0.0141762440583987	85.0583261297648	0.00339470381868524	0.48586989821503	90.8639936366717	56.4782185783969	203.820430793466	-22.092443520122	NO	NO
