date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype,.fitted,.se.fit,.hat,.sigma,.cooksd,.std.resid
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,1,cv.TOF,0.0766271356632573,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150127694570292,0.000972547305970428,0.512115531298952
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,10,cv.TOF,-0.0906017368229029,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150096317425092,0.00135962329744193,-0.605510778760805
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,11,cv.TOF,-0.0617188572521136,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150155381282842,0.000630930183102861,-0.41248031913564
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,2,cv.TOF,0.121013911566556,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150009874696196,0.00242558305183906,0.80876184500509
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,3,cv.TOF,0.0491156814285381,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150174129728674,0.000399563583141738,0.328250600419437
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,4,cv.TOF,0.0732666510122482,0.639773038219199,0.0091117556560115,0.00369459914462921,0.15013445684989,0.00088911560485883,0.489656693870442
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,5,cv.TOF,0.0426164684535106,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150182130904612,0.000300815677771692,0.284814970509455
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,6,cv.TOF,0.0136564588490687,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150203999782561,3.08902734090281e-05,0.0912690343782036
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,8,cv.TOF,0.0440264206968462,0.639773038219199,0.0091117556560115,0.00369459914462921,0.150180491449201,0.000321049730618938,0.294237982813805
20161017,top,2,dact,11,Dactinomycin,DMSO,N2,A,9,cv.TOF,-0.161058529488407,0.639773038219199,0.0091117556560115,0.00369459914462921,0.149858035818151,0.00429648213722556,-1.07638858852365
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,1,cv.TOF,-0.0882887211753349,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150101876864849,0.00127971651162792,-0.590042834798032
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,10,cv.TOF,-0.123832616190537,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150000608483427,0.0025175228292327,-0.827586433746351
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,11,cv.TOF,0.113742685452317,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150032812788116,0.00212397928248117,0.760154362509619
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,2,cv.TOF,-0.134507658169874,0.636969885060672,0.00907183267532766,0.00366229444223396,0.149963550103544,0.00297027967842243,-0.898928865114982
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,3,cv.TOF,-0.0735814263254717,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150133838669625,0.000888873021687893,-0.491752432242647
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,4,cv.TOF,-0.0936441357594617,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150088794051914,0.00143967509794077,-0.625833635261225
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,5,cv.TOF,-0.134780920544052,0.636969885060672,0.00907183267532766,0.00366229444223396,0.14996256114615,0.0029823606285741,-0.900755106380656
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,6,cv.TOF,-0.138622590681485,0.636969885060672,0.00907183267532766,0.00366229444223396,0.149948444684817,0.00315479644609586,-0.926429393062733
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,7,cv.TOF,-0.163918189108482,0.636969885060672,0.00907183267532766,0.00366229444223396,0.149845548318055,0.00441120880854513,-1.09548254509715
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,8,cv.TOF,-0.134829173629745,0.636969885060672,0.00907183267532766,0.00366229444223396,0.149962386305371,0.00298449644813605,-0.901077586841252
20161017,top,2,dact,11,Dactinomycin,DMSO,CB4856,B,9,cv.TOF,-0.0489808210685738,0.636969885060672,0.00907183267532766,0.00366229444223396,0.150174308322638,0.000393872303377637,-0.32734399285999
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,1,cv.TOF,0.150103581751654,0.573511399651416,0.00816804620917838,0.00296892732838771,0.149904094628076,0.00299452185255898,1.00280919252759
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,10,cv.TOF,0.0359653049716432,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150189157594361,0.000171914643271385,0.24027633462667
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,11,cv.TOF,-0.0266642151118784,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150196968924852,9.44937282537144e-05,-0.178137788010713
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,2,cv.TOF,-0.01752140751696,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150202385858594,4.08021790338458e-05,-0.117056690579843
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,3,cv.TOF,-0.0674342129085127,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150145517400736,0.000604374262389167,-0.450513224310679
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,4,cv.TOF,-0.139308086901021,0.573511399651416,0.00816804620917838,0.00296892732838771,0.149946065333287,0.00257927727720472,-0.930686853088612
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,5,cv.TOF,0.0552351405646643,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150165589067984,0.000405486409669592,0.369013890690778
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,6,cv.TOF,0.00809682165022866,0.573511399651416,0.00816804620917838,0.00296892732838771,0.15020562322484,8.71313658639435e-06,0.0540930941577365
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,7,cv.TOF,0.0281428666023028,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150195882236856,0.000105264526208472,0.188016335143555
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,8,cv.TOF,-0.0366740463457821,0.573511399651416,0.00816804620917838,0.00296892732838771,0.150188467220843,0.000178756990653445,-0.245011280700688
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA402,D,9,cv.TOF,-0.0870107877970479,0.573511399651416,0.00816804620917838,0.00296892732838771,0.15010495545081,0.00100621683072114,-0.581300038504816
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,10,cv.TOF,-0.27562401691214,0.788660421345084,0.0112322349107831,0.00561429916308875,0.149181687821889,0.0191947791853993,-1.84383145734858
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,11,cv.TOF,-0.150781325370622,0.788660421345084,0.0112322349107831,0.00561429916308875,0.14990054221729,0.00574439264852285,-1.00867607262137
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,2,cv.TOF,-0.348375561180289,0.788660421345084,0.0112322349107831,0.00561429916308875,0.148565910020946,0.0306650987409781,-2.33051468399592
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,3,cv.TOF,-0.249176435473171,0.788660421345084,0.0112322349107831,0.00561429916308875,0.149369449611531,0.0156878324584726,-1.66690608207004
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,4,cv.TOF,-0.172385611524745,0.788660421345084,0.0112322349107831,0.00561429916308875,0.14980645822492,0.0075084627838121,-1.15320144044239
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,5,cv.TOF,-0.123494076123209,0.788660421345084,0.0112322349107831,0.00561429916308875,0.150001331236926,0.00385337482544052,-0.826133603679238
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,6,cv.TOF,-0.0645488958374607,0.788660421345084,0.0112322349107831,0.00561429916308875,0.150150476761308,0.00105275336976668,-0.431810282774326
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,7,cv.TOF,-0.192364688324446,0.788660421345084,0.0112322349107831,0.00561429916308875,0.149708193241671,0.00934974381349148,-1.28685470732665
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,8,cv.TOF,-0.259093373147679,0.788660421345084,0.0112322349107831,0.00561429916308875,0.149301290330373,0.016961396832608,-1.73324704121313
20161017,top,2,dact,11,Dactinomycin,DMSO,ECA549,F,9,cv.TOF,-0.111330628403477,0.788660421345084,0.0112322349107831,0.00561429916308875,0.150039778505955,0.00313168682850644,-0.744764252101266
20161017,top,2,dact,2,Dactinomycin,DMSO,N2,A,1,iqr.TOF,121.065858417549,144.93414158245,3.39457617026294,0.00414672062232525,52.2581060572019,0.0220541890242868,2.30139326033349
20161017,top,2,dact,2,Dactinomycin,DMSO,N2,A,10,iqr.TOF,64.0658584175503,144.93414158245,3.39457617026294,0.00414672062232526,52.6637034990732,0.00617591087902951,1.21785560939168
20161017,top,2,dact,2,Dactinomycin,DMSO,N2,A,11,iqr.TOF,0.0658584175503192,144.93414158245,3.39457617026294,0.00414672062232526,52.8206205765757,6.5263491407268e-09,0.0012519311411793
20161017,top,2,dact,2,Dactinomycin,DMSO,N2,A,2,iqr.TOF,-47.9341415824497,144.93414158245,3.39457617026294,0.00414672062232526,52.7328352503968,0.00345730448603397,-0.911200827546693
